"UID_ANONYM_COVID","coco5_q04","coco5_q06_1","coco5_q06_10","coco5_q06_2","coco5_q06_3","coco5_q06_4","coco5_q06_5","coco5_q06_6","coco5_q06_7","coco5_q06_8","coco5_q06_9","coco5_q07_1","coco5_q07_2","coco5_q07_3","coco5_q09","coco5_q10","coco5_q16","coco5_q17","coco5_q18","coco5_q19","coco5_q20","coco5_q21","coco5_q25_a","coco5_q37","coco5_q38_modifie","coco5_q64_modifie","coco5_q68","coco5_q79","coco5_q156","coco5_q157_1","coco5_q157_2","coco5_q157_3","coco5_q157_4","coco5_q157_5","coco5_q157_6","coco5_q157_7","coco5_q157_8","coco5_social_policy_DO","coco5_q158","coco5_q159","coco5_q160_1","coco5_q160_2","coco5_q160_3","coco5_q160_4","coco5_q160_5","coco5_q160_6","coco5_q160_7","coco5_q160_8","coco5_q161_1","coco5_q161_2","coco5_q161_3","coco5_q161_4","coco5_q161_5","coco5_q161_6","coco5_q162_1","coco5_q162_2","coco5_q162_3","coco5_q162_4","coco5_q162_5","coco5_q162_6","coco5_q162_7","coco5_q163_1","coco5_q163_2","coco5_q163_3","coco5_q163_4","coco5_q163_5","coco5_q163_6","coco5_q163_7","coco5_q163_8","coco5_q163_9","coco5_q164","coco5_q165_1","coco5_q165_2","coco5_q166","coco5_q167","coco5_q168","coco5_q169_1","coco5_q169_2","coco5_q169_3","coco5_q169_4","coco5_q169_5","coco5_q169_6","coco5_q169_7","coco5_q169_8","coco5_q169_9","coco5_q170_1","coco5_q170_2","coco5_q170_3","coco5_q170_4","coco5_q170_5","coco5_q171","coco5_q172","coco5_q173_1","coco5_q173_2","coco5_q173_3","coco5_q173_4","coco5_FL_26_DO_exp","coco5_q178_a_1","coco5_q178_a_2","coco5_q178_a_3","coco5_q178_a_4","coco5_q178_b_1","coco5_q178_b_2","coco5_q178_b_3","coco5_q178_b_4","coco5_q179_a_1","coco5_q179_a_2","coco5_q179_a_3","coco5_q179_a_4","coco5_q179_a_5","coco5_q179_a_6","coco5_q179_b_1","coco5_q179_b_2","coco5_q179_b_3","coco5_q179_b_4","coco5_q179_b_5","coco5_q179_b_6","coco5_q180_c","coco5_q181_c","coco5_q182_c","coco5_q183","coco5_q184","coco5_q185","coco5_q186","coco5_q187","coco5_SWB","ea17_SWB","ea18_SWB","ea19_SWB","coco5_POIDS_INIT","coco5_PDSPLT_INIT","cal_SEXE","cal_NAT","cal_AGE1","cal_AGE2","cal_DIPL","cal_ZEAT","coco5_POIDS","coco5_PDSPLT","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","VAGUE","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014"
251,2,2,2,1,2,2,1,2,1,2,2,1,2,2,3,6666,3,4,2,4,2,2,3,6,4,5,3,2,6,3,4,5,3,4,1,1,3,2,6666,1,4,1,2,4,3,2,4,4,1,1,1,1,1,1,2,1,1,1,1,2,2,3,4,3,2,3,2,4,6666,6666,1,2,3,2,2,1,1,2,2,1,2,2,1,1,2,2,1,1,1,2,1,2,2,3,3,3,1,3,1,2,1,6666,6666,6666,6666,5,6,1,3,5,5,6666,6666,6666,6666,6666,6666,5,7,8888,2,1,3,1,2,0.675175083000573,0.450909093499738,0.399344959544855,0.422922701924955,0.509918549,"NA",2,1,4,4,3,2,0.359914173741357,"NA",2,10,1,1,6,2,6,5,2,3,2,2,1,6,6,6,6,6,8,3,6,66,6,6,1,6,66,5,1,66,6,6,1,1,6,66,5,66,7,3,6,2,2,2,6,6,2,6,66,1,5,4,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,9,5,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,4,3,2,4,1,2,2,1,2,2,2,1,1,3,0,2,3,36,3,666,2,2019,2,111,8,7
556,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,3,4,3,4,3,2,6,6,1,4,2,5,8,3,3,3,3,3,3,3,3,1,1,6666,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,1,2,2,2,2,4,4,5,3,3,5,5,5,5,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,4,2,6666,6666,6666,6666,1,1,1,1,6666,6666,6666,6666,6666,6666,2,2,3,5,1,2,3,1,3,4,3,2,1,3,0.585844294753324,0.663035184671973,0.630393216851129,0.771594188544908,0.6584438,"NA",1,1,4,4,2,8,0.757886519781911,"NA",1,11,1,1,6,2,6,5,3,6,6,66,1,6,6,6,6,6,6,2,6,66,6,6,1,6,66,9,6,66,1,6,6,6,6,66,66,66,1,6,6,1,1,2,6,6,1,6,66,1,4,3,1,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,13,10,1,1,1,1,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,2,3,2,3,2,2,2,1,1,1,1,1,2,2,1,2,2,2,1,1,3,6,2,5,20,2,666,1,2019,8,112,7,0
414,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,2,5,2,3,1,0,4,4,2,6,8,4,4,3,3,3,4,4,4,1,2,6666,3,2,2,3,2,3,3,2,3,2,1,1,1,1,2,1,1,1,2,2,2,3,3,4,4,3,3,2,6666,6666,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,3,2,3,4,2,6666,6666,6666,6666,3,3,2,1,6666,6666,6666,6666,6666,6666,3,2,2,4,2,1,4,4,3,4,5,2,1,4,0.874338180119007,0.735493366940928,0.832648305725895,0.731466426769448,1.07445968,"NA",2,1,5,5,2,2,0.646587737935127,"NA",2,12,1,1,6,2,6,4,1,1,2,5,6,6,6,6,1,1,6,2,2,6,2,2,2,2,6,5,6,9,6,1,6,6,6,66,4,66,5,2,6,2,1,2,6,6,1,6,66,1,5,5,2,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,11,7,1,1,1,1,2,1,2,4,2,6,6,6,6,6,6,6,6,6,2,2,3,2,2,2,1,2,3,4,3,3,1,2,2,2,1,2,1,1,1,3,6,3,2,46,4,1,3,2019,2,112,10,2
1169,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,2,5,2,3,2,6,1,2,4,9,8,2,3,2,3,1,2,3,3,1,2,6666,4,1,1,2,2,3,4,2,2,2,1,1,1,3,2,1,1,1,2,2,2,3,4,4,3,2,3,2,4,4,2,1,1,1,9999,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,3,1,1,3,1,2,3,2,1,6666,6666,6666,6666,3,3,1,7,1,1,6666,6666,6666,6666,6666,6666,4,4,6,3,2,2,1,2,0.840146349672006,0.557049437502627,0.572374954950494,0.525830217695721,0.499069567,"NA",1,1,3,3,4,5,0.651232631268362,"NA",1,8,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,8,6,5,2,6,6,6,6,66,66,66,11,6,6,5,4,2,6,6,2,6,66,1,6,4,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,12,7,1,1,2,1,1,2,1,3,2,6,6,6,6,6,6,6,6,6,2,1,3,2,2,2,2,3,2,3,1,2,4,2,2,2,1,2,2,1,2,2,6,3,5,20,2,5,4,2019,5,111,6,4
363,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,2,4,3,3,3,6,1,2,2,9,9,3,3,3,3,3,3,3,3,1,1,6666,4,2,2,4,4,3,4,3,1,2,1,1,1,2,2,2,2,2,2,1,2,3,4,4,3,3,3,4,3,3,2,2,3,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,3,2,3,2,6666,6666,6666,6666,2,1,1,1,6666,6666,6666,6666,6666,6666,2,2,2,4,3,4,5,5,5,3,2,2,1,4,0.750083235292631,0.6473731718212,0.557694318122419,0.715015447510103,0.955300878,"NA",2,1,3,3,3,7,1.11242423330776,"NA",2,9,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,10,4,5,11,6,6,1,1,1,8,6,5,2,6,6,6,6,66,66,66,6,6,6,5,3,1,3,4,2,6,66,1,7,4,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,13,9,1,1,2,3,1,2,2,3,2,6,6,6,6,6,6,6,6,6,1,3,3,2,3,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,3,8,2,2,20,2,2,4,2019,7,111,9,7
197,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,4,2,4,3,2,6,6,1,6,2,6,6,3,3,4,2,2,2,3,3,1,2,6666,4,2,2,3,2,2,3,3,2,1,1,2,1,1,2,1,1,1,2,2,2,3,3,3,4,4,4,4,2,3,3,2,2,2,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,1,2,3,3,3,2,6666,6666,6666,6666,2,3,2,2,6666,6666,6666,6666,6666,6666,1,1,4,4,2,3,6,4,4,4,4,2,1,3,0.683211170645711,0.614413411880874,0.801439658421575,0.618073036598081,1.075782938,"NA",1,1,3,3,3,1,1.2397502890948,"NA",1,8,1,3,6,2,6,1,3,6,6,66,1,6,6,6,6,6,10,4,6,66,6,6,1,6,66,9,6,66,1,6,6,6,6,66,66,66,11,6,6,1,1,2,6,6,3,2,4,2,1,4,3,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,12,10,1,1,1,1,1,2,2,5,2,6,6,6,6,6,6,6,6,6,1,2,2,2,4,2,2,1,2,2,2,2,1,1,2,2,1,1,2,1,2,2,3,1,3,20,2,666,1,2019,1,111,10,8
686,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,3,3,3,3,3,6,0,4,10,2,10,5,3,4,3,4,3,3,3,3,2,6666,2,4,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,6666,6666,2,1,3,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,3,3,3,2,6666,6666,6666,6666,1,1,1,1,6666,6666,6666,6666,6666,6666,5,6,4,5,4,4,3,5,2,2,2,2,1,1,0.534242024397871,0.818113619411093,0.683196052700357,0.79038499101761,0.769895411,"NA",2,1,5,5,2,8,0.481152570594501,"NA",2,13,1,1,6,2,6,1,3,6,6,66,6,6,6,6,1,6,6,2,6,66,2,6,2,6,66,5,6,66,6,6,6,6,6,66,4,66,5,4,6,1,1,1,2,1,3,2,4,2,3,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,9,8,1,2,2,1,2,2,2,3,2,6,6,6,6,6,6,6,6,6,5,2,3,2,1,2,2,1,6,2,1,1,2,2,2,2,1,2,2,1,1,2,0,1,1,54,5,666,1,2019,8,112,9,2
199,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,4,2,4,3,3,2,0,4,5,4,5,8,3,4,3,4,4,1,2,4,1,2,6666,4,3,2,2,2,2,3,2,1,1,1,1,1,1,2,1,1,1,2,1,2,3,3,3,3,2,3,4,6666,6666,1,2,3,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,3,3,4,1,3,1,1,1,6666,6666,6666,6666,5,5,5,4,3,3,6666,6666,6666,6666,6666,6666,4,3,3,2,2,3,2,1,0.691865474433946,0.709692081578683,0.74464495486796,0.757823482966472,1.231814778,"NA",1,1,6,6,2,2,0.984485030799652,"NA",1,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,6,2,1,1,2,2,2,2,6,5,6,6,6,6,6,6,6,66,2,66,1,4,6,2,1,1,3,1,3,2,4,1,4,3,5,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,9,5,1,1,1,1,2,1,2,2,2,6,6,6,6,6,6,6,6,6,3,1,3,2,3,2,1,3,1,2,2,2,2,2,1,2,2,2,1,1,2,1,4,1,2,61,6,5,3,2019,2,120,0,2
625,2,1,2,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,3,2,3,2,3,2,6,1,4,3,2,7,3,3,3,3,3,2,2,2,2,6666,2,4,2,2,4,3,3,4,2,2,2,2,2,2,2,2,2,1,1,1,2,2,4,4,4,4,3,3,2,4,4,3,2,4,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,3,2,3,2,6666,6666,6666,6666,2,1,1,2,6666,6666,6666,6666,6666,6666,4,6,6,5,3,3,4,4,5,4,2,2,1,3,0.589380982198119,0.735493366940928,0.617417583475703,0.571677547326054,1.160215477,"NA",2,1,2,2,3,2,1.55351930278056,"NA",2,7,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,10,4,4,10,6,6,1,1,1,5,2,8,6,2,1,2,5,5,6,66,6,1,6,4,3,1,2,3,2,6,66,1,5,3,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,11,6,1,1,1,2,1,1,2,4,2,6,6,6,6,6,6,6,6,6,4,2,3,2,1,2,2,3,2,1,2,2,2,2,2,2,2,1,1,2,1,3,4,3,5,54,5,2,4,2019,2,111,6,4
817,3,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,3,3,3,3,3,3,6,1,8,1,5,8,3,4,3,3,2,4,4,4,2,6666,2,3,2,1,3,2,2,1,1,3,3,2,2,2,2,2,2,2,1,2,2,2,3,3,4,4,3,3,3,4,4,4,3,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,3,3,2,1,2,3,2,1,6666,6666,6666,6666,1,1,1,5,5,3,6666,6666,6666,6666,6666,6666,4,1,6,4,3,2,2,3,0.486211830028116,0.473096945038332,0.51071009026408,0.409046766202003,0.568872958,"NA",2,1,3,3,4,7,0.69942858158857,"NA",2,8,1,1,6,2,6,4,1,1,2,6,1,6,6,6,6,6,11,5,3,9,6,6,1,1,1,2,2,5,6,6,1,2,1,5,66,4,5,6,6,5,4,1,3,4,1,6,66,1,5,5,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,12,5,1,1,1,1,1,2,2,4,2,6,6,6,6,6,6,6,6,6,3,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,1,2,1,2,7,3,5,41,4,6,4,2019,7,400,0,0
365,3,1,2,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,2,5,2,3,2,0,4,5,4,7,8,2,2,5,2,3,1,2,3,1,2,6666,3,1,2,2,2,2,4,2,1,1,1,1,1,1,2,2,2,1,2,2,2,3,3,3,2,2,3,3,6666,6666,1,2,2,9999,9999,9999,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,3,4,2,2,6666,6666,6666,6666,2,1,1,2,6666,6666,6666,6666,6666,6666,1,7,2,5,1,2,6,5,5,4,3,2,2,3,0.826307985749251,0.459446115879232,0.628256288360858,0.660817796411996,1.077749608,"NA",1,1,5,5,2,4,0.730931069783316,"NA",1,12,1,1,6,2,6,4,1,1,2,7,6,6,6,2,1,6,7,2,2,6,2,2,2,2,3,5,6,6,6,6,6,6,6,66,2,66,1,4,6,2,1,2,6,6,1,6,66,1,4,5,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,10,6,1,1,1,1,2,2,2,4,2,6,6,6,6,6,6,6,6,6,1,2,3,2,1,2,1,3,1,4,1,2,1,2,2,2,1,1,1,1,1,2,5,3,3,61,6,5,3,2019,4,112,8,2
1128,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,5,4,2,4,2,3,2,0,4,7,3,5,10,3,4,4,3,3,2,3,3,1,1,6666,5,1,1,1,1,1,2,1,2,1,1,1,2,3,2,2,1,1,2,2,2,3,4,3,2,3,3,3,6666,6666,2,1,4,1,9999,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,3,2,2,3,2,6666,6666,6666,6666,3,1,2,2,6666,6666,6666,6666,6666,6666,1,1,1,6,2,6,6,2,4,5,5,1,1,6,0.766051411605564,0.759193702708152,0.744558294748947,0.640297918231363,1.667587325,"NA",1,1,6,6,2,7,1.5895219791995,"NA",1,14,1,1,6,2,6,4,1,1,2,5,6,6,6,6,1,1,10,4,2,7,2,2,2,2,6,5,6,2,6,6,6,6,6,66,5,66,11,3,6,1,1,1,2,1,1,6,66,1,6,4,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,12,10,1,1,1,1,2,1,2,5,2,6,6,6,6,6,6,6,6,6,3,2,3,2,2,2,2,2,2,3,1,1,1,2,2,2,2,1,1,4,1,2,10,2,2,36,3,4,1,2019,7,300,0,1
1613,4,2,2,2,2,2,2,2,2,1,2,2,1,2,3,6666,4,5,2,5,2,3,1,0,4,1,4,0,8,1,4,2,3,4,1,1,2,2,6666,2,3,2,1,2,2,2,3,1,1,1,1,2,1,2,1,2,1,1,2,2,2,4,4,3,3,3,4,5,6666,6666,2,4,9999,1,9999,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,3,3,3,1,4,1,2,1,6666,6666,6666,6666,3,5,4,4,3,5,6666,6666,6666,6666,6666,6666,6,2,5,4,5,2,1,6,0.812469621826496,0.681212780099897,0.894097207893499,0.808328450104405,1.018393543,"NA",1,2,6,6,4,8,1.00795312662339,"NA",1,14,2,1,6,1,1,3,1,3,2,6,6,6,6,6,1,1,11,5,1,5,2,2,2,2,6,5,6,5,6,6,6,6,6,66,5,66,11,4,6,1,1,1,2,1,5,6,66,1,5,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,11,9,1,1,1,1,2,1,2,5,2,6,6,6,6,6,6,6,6,6,1,2,4,1,1,2,1,2,3,2,9,9,1,1,2,2,1,2,2,1,2,2,1,3,2,36,3,5,1,2019,8,111,9,7
770,3,1,2,1,1,1,2,1,1,2,1,2,1,2,3,6666,3,4,2,4,2,3,3,6,2,5,2,5,6,3,4,3,5,4,5,5,5,2,6666,2,3,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,2,3,3,1,1,2,2,3,1,2,2,1,2,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,3,1,4,1,1,1,6666,6666,6666,6666,7,6,1,7,7,7,6666,6666,6666,6666,6666,6666,3,3,8888,3,3,2,1,1,0.683829386788808,0.744030389320422,0.532130270792239,0.51071009026408,0.764639527,"NA",2,1,4,4,4,8,0.591788394144262,"NA",2,10,1,1,6,2,6,2,1,3,2,4,77,6,6,6,6,6,10,4,5,11,6,6,7,1,1,66,6,1,6,6,6,6,6,66,66,66,66,6,6,3,2,2,6,6,3,1,5,1,3,4,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,12,9,1,1,1,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,2,3,1,1,1,2,2,2,2,1,5,4,2,2,2,1,2,2,1,2,3,3,3,5,666,666,4,4,2019,8,111,9,7
1086,3,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,3,4,3,2,2,0,4,7,2,3,7,3,3,2,3,3,3,3,4,2,6666,2,4,3,3,4,3,3,3,3,3,2,2,2,2,2,1,2,2,1,2,2,2,3,3,3,3,3,3,3,6666,6666,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,3,2,2,3,2,6666,6666,6666,6666,2,2,2,2,6666,6666,6666,6666,6666,6666,2,1,3,4,3,2,4,8888,4,3,5,2,2,1,0.664415522136255,0.800750328963539,0.71297824693457,0.731466426769448,1.355822178,"NA",2,1,3,3,1,8,2.74800624696238,"NA",2,9,1,1,6,2,6,1,3,6,6,66,7,3,6,6,1,6,5,1,6,66,2,6,2,6,66,5,6,66,6,6,6,6,6,66,6,66,3,2,6,2,2,1,1,2,3,1,5,2,4,3,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,5,2,1,1,2,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,3,2,3,2,4,2,2,3,2,3,1,2,4,2,1,2,2,2,1,2,1,3,5,3,3,56,5,666,2,2019,8,111,9,7
1537,3,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,5,3,3,3,3,3,6,2,4,7,3,7,3,2,3,3,3,3,1,1,3,2,6666,9999,5,3,2,5,4,3,5,3,1,1,1,2,1,2,2,2,2,1,2,2,2,3,3,3,3,1,2,3,4,3,2,3,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,3,3,4,2,6666,6666,6666,6666,1,1,1,1,6666,6666,6666,6666,6666,6666,6,5,4,3,6,2,4,4,2,4,5,2,2,1,0.554595490922117,0.594945609699277,0.467749367931354,0.74464495486796,0.272333678,"NA",2,1,3,3,4,8,0.291560663769097,"NA",2,7,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,5,2,66,6,6,1,2,1,5,5,66,8,1,6,2,2,1,1,2,3,2,4,1,3,2,1,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,9,5,1,1,2,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,1,4,3,1,3,2,1,4,3,2,2,2,3,2,2,2,1,2,1,4,1,2,3,2,3,36,3,666,2,2019,8,400,0,0
734,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,6666,4,5,2,5,2,4,2,6,1,3,2,5,8,4,3,3,3,3,2,2,2,1,1,6666,5,1,5,5,5,3,5,3,2,2,1,1,1,1,1,2,1,1,2,2,2,3,3,4,3,3,3,3,3,3,4,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,3,1,1,2,3,1,6666,6666,6666,6666,9999,1,1,6,2,1,6666,6666,6666,6666,6666,6666,4,8888,4,3,2,3,1,1,0.87647738130575,0.366277657337899,0.901750121736834,0.834685506301429,0.750558719,"NA",2,1,2,2,3,2,1.00499215960446,"NA",2,6,1,1,6,2,6,3,1,3,2,2,1,6,6,7,6,1,10,4,1,5,6,2,1,2,8,5,2,5,6,6,1,1,6,66,6,66,6,3,6,2,1,2,6,6,3,2,4,2,2,4,5,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,8,4,1,1,2,1,2,3,2,3,2,6,6,6,6,6,6,6,6,6,3,2,4,2,2,2,1,1,3,2,2,2,5,2,2,2,1,2,2,1,2,3,5,1,3,54,5,6,3,2019,2,111,8,7
1377,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,5,5,2,5,2,4,1,6,1,6,4,8,8,3,4,3,4,4,2,2,2,2,6666,2,4,1,2,3,2,2,4,1,3,3,1,2,3,2,2,2,2,1,1,2,2,3,3,4,4,3,3,4,5,5,3,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,1,1,6666,6666,6666,6666,1,3,3,5,1,2,6666,6666,6666,6666,6666,6666,4,7,3,2,2,3,1,3,0.896830847829996,0.709803220316161,0.676240546481461,0.638153424175147,0.739430598,"NA",1,1,3,3,3,6,0.871649880627497,"NA",1,8,1,1,6,2,6,4,1,1,2,6,1,6,6,6,6,6,9,3,4,10,6,6,1,1,1,2,1,3,6,6,1,1,6,66,66,4,10,6,6,4,3,1,2,3,2,6,66,1,6,4,1,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,11,6,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,2,1,2,2,2,1,1,1,2,7,2,2,51,5,5,4,2019,6,300,0,0
1625,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,1,5,2,3,1,0,4,8,2,8,4,4,4,3,3,4,3,4,4,1,2,6666,4,1,1,2,1,1,2,1,3,3,2,2,2,2,2,2,2,2,1,1,2,3,3,3,3,3,3,3,6666,6666,2,1,2,1,9999,9999,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,3,2,3,2,6666,6666,6666,6666,4,2,1,2,6666,6666,6666,6666,6666,6666,3,3,3,4,4,3,5,3,4,4,5,2,1,2,0.923674861641638,0.735493366940928,0.786908269576246,0.786908269576246,2.14073026,"NA",1,1,6,6,3,1,1.28601374311684,"NA",1,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,8,3,2,7,2,2,2,2,6,1,6,4,6,6,6,6,6,66,66,6,11,6,6,2,1,1,2,1,1,6,66,1,5,5,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,11,9,1,1,2,1,2,2,2,3,2,6,6,6,6,6,6,6,6,6,3,1,3,2,4,2,1,2,3,3,2,2,2,2,2,1,1,1,1,2,1,1,8,3,2,32,3,5,3,2019,1,111,10,8
