"UID_ANONYM_COVID","coco5_q04","coco5_q06_1","coco5_q06_10","coco5_q06_2","coco5_q06_3","coco5_q06_4","coco5_q06_5","coco5_q06_6","coco5_q06_7","coco5_q06_8","coco5_q06_9","coco5_q07_1","coco5_q07_2","coco5_q07_3","coco5_q09","coco5_q10","coco5_q16","coco5_q17","coco5_q18","coco5_q19","coco5_q20","coco5_q21","coco5_q25_a","coco5_q37","coco5_q38_modifie","coco5_q64_modifie","coco5_q68","coco5_q79","coco5_q156","coco5_q157_1","coco5_q157_2","coco5_q157_3","coco5_q157_4","coco5_q157_5","coco5_q157_6","coco5_q157_7","coco5_q157_8","coco5_social_policy_DO","coco5_q158","coco5_q159","coco5_q160_1","coco5_q160_2","coco5_q160_3","coco5_q160_4","coco5_q160_5","coco5_q160_6","coco5_q160_7","coco5_q160_8","coco5_q161_1","coco5_q161_2","coco5_q161_3","coco5_q161_4","coco5_q161_5","coco5_q161_6","coco5_q162_1","coco5_q162_2","coco5_q162_3","coco5_q162_4","coco5_q162_5","coco5_q162_6","coco5_q162_7","coco5_q163_1","coco5_q163_2","coco5_q163_3","coco5_q163_4","coco5_q163_5","coco5_q163_6","coco5_q163_7","coco5_q163_8","coco5_q163_9","coco5_q164","coco5_q165_1","coco5_q165_2","coco5_q166","coco5_q167","coco5_q168","coco5_q169_1","coco5_q169_2","coco5_q169_3","coco5_q169_4","coco5_q169_5","coco5_q169_6","coco5_q169_7","coco5_q169_8","coco5_q169_9","coco5_q170_1","coco5_q170_2","coco5_q170_3","coco5_q170_4","coco5_q170_5","coco5_q171","coco5_q172","coco5_q173_1","coco5_q173_2","coco5_q173_3","coco5_q173_4","coco5_FL_26_DO_exp","coco5_q178_a_1","coco5_q178_a_2","coco5_q178_a_3","coco5_q178_a_4","coco5_q178_b_1","coco5_q178_b_2","coco5_q178_b_3","coco5_q178_b_4","coco5_q179_a_1","coco5_q179_a_2","coco5_q179_a_3","coco5_q179_a_4","coco5_q179_a_5","coco5_q179_a_6","coco5_q179_b_1","coco5_q179_b_2","coco5_q179_b_3","coco5_q179_b_4","coco5_q179_b_5","coco5_q179_b_6","coco5_q180_c","coco5_q181_c","coco5_q182_c","coco5_q183","coco5_q184","coco5_q185","coco5_q186","coco5_q187","coco5_SWB","ea17_SWB","ea18_SWB","ea19_SWB","coco5_POIDS_INIT","coco5_PDSPLT_INIT","cal_SEXE","cal_NAT","cal_AGE1","cal_AGE2","cal_DIPL","cal_ZEAT","coco5_POIDS","coco5_PDSPLT","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","VAGUE","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014"
856,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,6666,2,5,3,3,3,3,3,6,2,7,4,0,3,1,4,2,4,3,1,1,2,1,2,6666,4,2,1,4,3,2,3,3,1,1,1,1,1,1,2,1,1,1,2,1,2,3,4,1,3,3,2,1,3,4,2,2,4,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,3,3,1,1,1,1,1,6666,6666,6666,6666,6,5,2,9999,2,2,6666,6666,6666,6666,6666,6666,3,1,4,4,5,2,1,1,0.58229388522124,0.344089805799305,0.454044689110262,0.529414232617768,0.2812155,"NA",2,1,3,3,4,8,0.301069549841568,"NA",2,9,1,1,6,1,2,1,3,6,6,66,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,2,2,66,6,6,1,1,6,66,66,6,11,6,6,2,2,2,6,6,3,2,9,2,3,2,3,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,2,2,8,5,1,1,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,3,3,1,2,2,1,1,6,3,4,4,5,2,2,2,1,2,1,1,2,1,0,2,1,32,3,666,2,2019,8,111,9,7
231,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,6666,5,5,1,5,1,4,2,1,1,0,2,5,10,3,3,3,3,3,2,2,3,1,1,6666,5,2,3,4,4,4,4,3,1,3,1,2,1,1,2,2,2,1,1,2,2,3,3,3,3,3,3,3,3,3,2,1,4,2,9999,9999,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,3,2,3,2,6666,6666,6666,6666,2,3,2,1,6666,6666,6666,6666,6666,6666,1,1,1,7,1,1,5,5,5,3,2,2,1,1,0.986161636077245,0.929144067863023,1,1,0.953410787,"NA",2,1,2,2,3,8,1.32578102363402,"NA",2,7,1,1,6,2,6,3,1,3,2,1,1,6,6,1,6,6,8,3,3,9,6,2,1,2,3,5,2,5,6,6,1,1,6,66,6,66,4,3,6,2,1,2,6,6,2,6,66,1,4,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,6,2,2,1,2,3,2,2,2,3,1,2,1,2,2,2,2,2,2,2,3,2,4,2,1,2,2,2,5,3,1,2,4,2,1,2,2,2,2,1,2,4,10,1,1,55,5,3,3,2019,8,112,6,1
1384,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,3,4,3,2,3,6,1,6,4,9,4,2,4,2,3,2,1,1,2,1,2,6666,2,3,2,4,5,5,5,2,3,2,1,1,2,2,2,1,1,2,2,2,2,3,4,4,3,3,4,3,6666,6666,3,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3,3,1,1,1,3,2,6666,6666,6666,6666,1,5,9999,3,1,5,6666,6666,6666,6666,6666,6666,5,6,5,3,2,2,1,2,0.71244571650601,0.658191388030215,0.638153424175147,0.726156775033082,0.688070181,"NA",1,1,4,4,2,8,0.791987280985559,"NA",1,10,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,7,2,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,3,66,2,1,6,1,1,2,6,6,3,2,4,2,2,5,5,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,8,7,1,2,2,1,2,1,2,3,2,6,6,6,6,6,6,6,6,6,2,1,2,2,2,2,2,2,4,1,1,1,3,2,2,1,2,2,1,2,1,1,6,2,3,47,4,666,1,2019,8,111,9,7
1024,3,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,4,4,3,3,4,3,3,0,4,6,3,5,6,3,3,3,3,3,3,3,3,2,6666,2,3,1,1,3,3,2,3,1,1,1,1,1,1,1,2,1,1,1,2,1,2,3,3,3,3,2,2,2,6666,6666,1,2,3,1,9999,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,3,1,3,1,1,2,6666,6666,6666,6666,2,9999,2,2,3,4,6666,6666,6666,6666,6666,6666,3,8888,2,3,5,3,1,1,0.538627314609184,0.643771849270225,0.472622967957765,0.332217068466996,0.421350382,"NA",2,1,6,6,4,2,0.226428624526056,"NA",2,14,1,1,6,2,6,5,3,6,6,66,77,6,6,6,6,6,10,4,6,66,6,6,7,6,66,66,6,66,6,6,6,6,6,66,66,66,66,6,6,1,1,1,2,1,1,6,66,1,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,8,7,1,1,1,1,2,1,2,3,1,2,2,2,2,2,2,2,2,1,1,2,3,1,1,2,1,3,2,2,2,2,2,2,2,2,1,2,1,1,2,2,5,4,2,666,666,666,1,2019,2,120,0,2
26,3,2,2,2,2,1,2,2,2,2,2,1,2,2,3,6666,3,4,3,4,3,2,6,0,4,7,2,5,6,4,4,3,5,3,2,3,4,1,2,6666,4,3,2,4,3,4,4,3,2,2,2,2,2,2,1,2,2,1,1,1,2,3,3,3,2,2,3,3,6666,6666,2,2,2,1,9999,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,3,3,3,2,6666,6666,6666,6666,2,1,2,2,6666,6666,6666,6666,6666,6666,5,9999,9999,9999,5,9999,4,7,3,2,5,3,2,1,0.572005930830569,0.520377216273846,0.456728401684783,0.456728401684783,3.45062085,"NA",2,1,5,5,1,1,3.11989345567483,"NA",2,13,1,1,6,2,6,5,3,6,6,66,6,6,6,6,1,6,5,1,6,66,2,6,2,6,66,1,6,66,6,6,6,6,6,66,66,88,11,6,6,1,1,1,2,1,3,2,4,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6,5,1,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,4,2,2,2,1,2,2,3,2,2,1,1,2,2,1,2,2,2,1,3,1,2,9,3,2,54,5,666,1,2019,1,111,10,8
1493,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,4,1,4,1,4,3,6,2,1,2,6,10,3,4,3,4,4,3,3,3,1,2,6666,4,3,2,4,4,4,4,3,3,3,1,1,1,1,2,1,2,1,2,1,2,5,5,5,5,5,5,5,6666,6666,1,3,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2,1,1,2,2,2,3,1,2,2,2,3,6666,6666,6666,6666,1,1,1,7,1,1,6666,6666,6666,6666,6666,6666,4,3,6,4,5,2,2,1,0.857521401039556,0.80657300140847,0.919756856466083,0.920454264090523,1.439868109,"NA",2,1,1,1,3,6,5.83301828733228,"NA",2,4,1,1,6,2,6,1,3,6,6,66,5,6,6,6,6,6,11,5,6,66,1,6,1,6,66,5,2,66,6,6,4,2,5,1,88,66,88,3,6,4,1,2,6,6,5,6,66,1,8,5,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,3,1,2,1,2,12,7,1,1,1,1,3,3,2,5,2,6,6,6,6,6,6,6,6,6,1,3,4,1,2,1,2,1,2,3,2,2,4,1,2,1,1,1,2,1,2,3,4,1,2,56,5,666,4,2019,6,111,8,7
1179,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,3,4,2,4,3,3,2,0,4,8,2,1,7,3,3,2,3,3,3,3,3,2,6666,1,4,2,3,4,3,4,4,3,3,2,3,3,3,3,2,2,1,1,2,2,2,4,4,4,4,3,4,4,6666,6666,2,1,3,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,3,3,3,1,2,2,2,2,6666,6666,6666,6666,5,5,2,5,3,3,6666,6666,6666,6666,6666,6666,5,8888,5,3,2,3,1,6,0.657673643986945,0.546277529100895,0.675543138857022,0.489289909735921,1.772795279,"NA",2,1,6,6,2,6,1.04810848653466,"NA",2,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,4,1,1,5,2,2,2,2,6,3,6,1,6,6,6,6,6,66,66,5,10,6,6,1,1,1,3,1,1,6,66,1,4,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,10,9,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,3,1,1,1,1,4,2,1,2,2,2,1,3,2,2,7,3,5,51,5,5,1,2019,6,111,4,4
1042,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,1,5,2,4,3,6,1,7,2,8,9,4,4,3,4,3,3,3,3,2,6666,1,4,3,4,5,4,3,3,3,3,3,1,1,1,2,2,2,1,2,2,2,2,3,4,3,4,3,3,4,4,4,2,2,2,2,9999,9999,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,4,2,2,6666,6666,6666,6666,1,1,1,3,1,1,6666,6666,6666,6666,6666,6666,7,7,7,5,4,2,1,4,0.960005893275383,0.733482183249255,0.811805171545769,0.860946961256049,0.368065808,"NA",2,1,3,3,4,2,0.379436683570915,"NA",2,9,1,1,6,2,6,4,1,1,2,6,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,5,1,9,6,2,2,2,3,3,5,66,11,2,6,4,3,1,2,3,1,6,66,1,8,4,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,13,10,1,1,2,1,2,1,2,5,2,6,6,6,6,6,6,6,6,6,1,4,3,1,2,2,1,2,4,3,2,2,2,2,2,2,2,1,2,1,1,2,7,1,3,32,3,3,4,2019,2,111,8,7
780,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,2,5,9999,3,1,0,4,7,3,5,8,3,3,4,4,4,2,2,3,2,6666,2,3,3,2,3,3,2,3,3,3,3,1,1,1,2,2,1,1,2,2,1,2,3,3,3,2,2,3,4,6666,6666,2,2,3,1,9999,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,3,3,3,2,6666,6666,6666,6666,2,1,2,1,6666,6666,6666,6666,6666,6666,5,5,3,1,6,3,3,2,8888,3,3,2,1,2,9999,0.808584185100142,0.800086797674758,0.847768433157537,0.962331629,"NA",2,1,5,5,2,6,0.547291108311165,"NA",2,12,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,6,2,2,6,2,2,2,2,6,5,6,5,6,6,6,6,6,66,2,66,10,4,6,2,1,1,2,1,2,6,66,1,4,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,9,5,1,1,2,1,2,2,2,3,1,2,2,2,2,1,2,2,2,2,3,2,3,1,2,2,2,3,3,1,1,1,2,2,1,2,2,2,1,2,1,3,4,2,2,51,5,6,3,2019,6,400,0,0
1028,3,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,2,5,2,2,6,2,4,0,4,0,5,4,4,3,4,3,2,2,3,2,6666,2,4,1,2,4,3,2,4,2,1,1,2,2,1,2,1,2,1,2,2,2,2,4,3,3,4,3,3,3,6666,6666,1,1,4,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,3,2,3,3,2,6666,6666,6666,6666,3,1,1,2,6666,6666,6666,6666,6666,6666,1,2,1,5,1,1,3,1,3,3,3,1,1,1,0.803815318038261,0.709704192851357,0.66430621009164,0.686423798244238,0.787706501,"NA",1,1,4,4,3,4,0.626590458392478,"NA",1,11,1,1,6,2,6,5,2,3,2,4,1,6,6,6,6,6,10,4,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,4,66,1,4,6,1,1,2,6,6,3,2,8,3,5,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,11,9,1,2,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,2,2,3,2,2,2,2,2,4,1,1,1,3,2,2,2,1,2,1,1,2,4,4,4,5,46,4,666,1,2019,4,112,6,2
1580,2,2,2,1,1,2,2,2,2,2,2,1,2,2,3,6666,3,3,3,3,3,2,6,4,4,6,2,5,7,3,3,3,3,2,2,2,3,2,6666,1,2,3,4,4,4,1,3,3,2,2,1,1,1,1,2,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,2,2,3,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,3,2,2,3,2,6666,6666,6666,6666,3,2,3,1,6666,6666,6666,6666,6666,6666,9999,9999,6,9999,9999,9999,4,3,5,4,2,3,1,1,0.477557526239881,0.242318781520478,0.281712101329064,0.404870573800032,0.792538516,"NA",2,1,2,2,2,2,1.30436645688187,"NA",2,7,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,7,2,6,66,6,6,1,6,66,5,2,66,6,6,1,1,6,66,2,66,11,2,6,1,1,2,6,6,2,6,66,1,4,3,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,6,5,1,1,1,1,2,1,2,3,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,3,5,2,2,56,5,666,1,2019,2,111,7,5
712,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,4,2,4,3,3,1,0,4,4,2,8,7,3,4,3,3,3,3,3,3,1,2,6666,3,3,3,3,3,2,3,3,1,1,1,1,1,1,1,2,2,1,2,1,2,3,2,3,2,2,3,3,6666,6666,2,2,3,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,3,3,3,1,3,1,1,1,6666,6666,6666,6666,5,4,5,3,3,3,6666,6666,6666,6666,6666,6666,5,3,5,3,3,3,2,2,0.726057304880946,0.540553884120768,0.620349584168984,0.715015447510103,2.104557741,"NA",2,1,6,6,1,7,2.55358565626458,"NA",2,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,4,1,2,6,2,2,2,2,6,5,6,9,6,1,6,6,6,66,6,66,11,1,6,2,1,1,2,1,1,6,66,1,4,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,9,4,1,2,1,1,1,1,2,3,2,6,6,6,6,6,6,6,6,6,3,2,3,2,3,2,1,2,2,1,1,1,3,2,2,2,1,2,1,1,1,2,7,2,1,55,5,2,3,2019,7,112,6,0
711,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,3,5,3,4,2,3,4,6,1,1,4,7,5,2,4,3,1,3,1,2,4,1,1,6666,4,1,2,4,4,4,3,3,1,1,1,2,2,2,2,2,1,2,1,1,2,3,3,3,1,1,3,3,2,1,3,2,3,1,2,1,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,3,3,2,6666,6666,6666,6666,3,1,2,2,6666,6666,6666,6666,6666,6666,4,9999,2,4,5,2,8888,8888,8888,2,3,2,2,6,0.706548830047615,0.333476056370138,0.371657051520128,0.417397087669778,1.141141836,"NA",1,1,3,3,2,6,1.65342892154281,"NA",1,9,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,7,2,4,10,6,6,1,1,1,9,6,8,1,1,6,6,6,66,66,66,1,6,3,4,3,2,6,6,2,6,66,1,5,5,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,4,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,1,8,2,1,10,1,1,4,2019,6,112,6,0
1409,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,6666,4,4,2,4,2,2,3,6,3,7,3,6,7,2,3,2,3,3,2,2,3,1,1,6666,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,2,3,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,3,2,3,2,6666,6666,6666,6666,2,2,2,2,6666,6666,6666,6666,6666,6666,3,3,3,9999,3,9999,6,6,6,5,4,2,1,3,0.709366913447573,0.663915033010342,0.590471788692367,0.544731752542718,0.296514065,"NA",2,1,3,3,4,2,0.30567445008565,"NA",2,8,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,1,2,66,6,6,1,1,6,66,66,5,9,6,6,3,3,1,2,3,1,6,66,1,5,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,10,6,1,1,1,1,2,2,2,4,2,6,6,6,6,6,6,6,6,6,3,3,2,2,2,2,2,1,3,4,2,3,3,2,2,2,1,2,1,2,1,3,9,3,2,32,3,666,2,2019,2,120,0,4
139,3,2,2,2,2,1,2,1,2,2,2,1,2,2,3,6666,5,5,1,5,1,2,6,0,4,1,3,5,8,3,4,3,4,3,3,3,3,1,1,6666,4,4,3,4,4,4,4,3,3,3,2,2,2,2,1,2,1,1,2,2,2,4,3,3,3,3,3,3,6666,6666,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,3,3,2,2,6666,6666,6666,6666,2,2,2,3,6666,6666,6666,6666,6666,6666,2,2,2,6,2,2,3,5,3,4,5,2,1,2,0.927337936732511,0.614924222616591,0.485008487189434,0.66430621009164,0.80787831,"NA",1,1,5,5,1,7,1.20463051770317,"NA",1,13,1,1,6,2,6,5,3,6,6,66,6,6,6,6,1,6,6,2,6,66,2,6,2,6,66,5,6,66,6,6,6,6,6,66,1,66,4,3,6,1,1,2,6,6,1,6,66,1,6,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6,4,1,1,1,2,1,2,2,3,2,6,6,6,6,6,6,6,6,6,1,1,2,2,2,2,2,3,1,1,1,2,1,2,1,2,2,2,1,2,1,3,5,4,5,61,6,666,1,2019,7,300,0,0
1658,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,1,5,1,4,2,6,3,1,2,8,8,3,3,3,3,3,2,2,3,2,6666,2,4,2,2,4,4,2,4,3,3,3,1,1,1,3,2,2,2,1,2,2,2,4,5,5,4,5,3,3,4,4,4,3,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,3,3,3,1,1,1,2,1,6666,6666,6666,6666,5,5,3,3,1,5,6666,6666,6666,6666,6666,6666,8,8,8,3,3,1,2,6,1,0.911879804880273,0.787003870818649,0.663157619625353,0.800408203,"NA",2,1,3,3,3,6,0.738556697706716,"NA",2,9,1,1,6,2,6,2,1,2,2,3,1,6,6,6,6,6,8,3,3,8,6,6,1,1,1,9,6,9,1,1,6,6,6,66,66,66,11,6,6,4,2,2,6,6,1,6,66,2,4,3,5,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,6,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,1,1,1,2,1,3,2,2,2,3,2,2,2,2,1,1,1,1,3,5,1,3,31,3,4,4,2019,6,111,8,7
10,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,5,5,2,5,2,4,1,0,4,2,2,5,8,3,3,3,3,3,3,3,3,2,6666,2,3,3,2,3,3,2,3,3,3,3,2,3,2,3,1,2,1,1,1,2,2,3,3,3,3,3,3,3,6666,6666,2,3,2,9999,9999,9999,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,6666,6666,6666,6666,1,3,2,3,6666,6666,6666,6666,6666,6666,1,1,1,6,1,1,4,4,4,4,5,1,1,2,0.896830847829996,0.67962050395718,0.503754584045184,0.746147063597523,1.787505177,"NA",2,1,5,5,3,8,0.908860318750689,"NA",2,12,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,8,3,3,9,2,2,2,2,6,2,6,5,6,6,6,6,6,66,66,5,10,6,6,2,1,1,3,1,3,2,4,2,3,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,9,5,1,1,2,2,2,1,2,4,2,6,6,6,6,6,6,6,6,6,5,1,3,2,1,2,1,2,3,2,1,2,1,2,2,1,2,2,1,2,1,3,5,3,2,51,5,5,3,2019,8,111,9,7
939,2,1,2,1,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,2,5,2,3,2,0,4,4,4,7,4,2,3,2,3,3,1,2,3,1,1,6666,4,2,1,4,2,4,5,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,3,4,2,2,4,3,6666,6666,2,2,4,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,3,3,2,2,6666,6666,6666,6666,1,1,1,2,6666,6666,6666,6666,6666,6666,7,6,3,5,2,6,5,7,4,3,3,2,2,2,0.840146349672006,0.735493366940928,0.683784791286669,0.731466426769448,0.884360579,"NA",1,1,5,5,2,8,0.706078198009393,"NA",1,12,1,1,6,2,6,4,3,6,6,66,6,6,6,6,1,6,7,2,6,66,2,6,2,6,66,4,6,66,6,6,6,6,6,66,66,3,6,6,6,2,1,2,6,6,1,6,66,2,3,5,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,3,3,3,9,5,1,1,1,1,2,2,1,3,2,6,6,6,6,6,6,6,6,6,1,2,3,2,1,2,2,2,3,5,4,3,4,2,2,2,1,2,1,1,1,1,2,3,5,54,5,666,2,2019,8,111,9,7
1548,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,4,5,2,5,2,3,2,6,1,2,2,7,8,3,4,2,3,3,4,4,4,2,6666,1,5,2,4,2,2,1,4,1,3,2,1,2,2,2,1,1,1,1,2,2,2,4,5,4,5,4,4,5,5,5,4,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,3,3,4,3,1,2,2,2,2,6666,6666,6666,6666,2,5,3,2,1,6,6666,6666,6666,6666,6666,6666,8,3,8,6,4,2,1,6,0.840146349672006,0.512549059559677,0.682453939458966,0.657339011634465,0.738204416,"NA",1,1,2,2,4,7,1.59015350846769,"NA",1,7,1,1,6,2,6,4,1,1,2,4,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,5,1,5,6,6,1,1,6,66,7,66,1,4,6,5,4,2,6,6,1,6,66,1,9,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,13,10,2,1,1,1,2,1,2,6,2,6,6,6,6,6,6,6,6,6,2,1,3,1,2,2,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,1,5,2,3,36,3,4,4,2019,7,112,8,0
