"UID_ea","ea19_A1","ea19_A2A_rec","ea19_A3_rec","ea19_A3B_rec","ea19_A3C_rec","ea19_A3D","ea19_A3E_rec","ea19_A4","ea19_A5","ea19_A5A","ea19_A5C","ea19_A5C_rec","ea19_B1","ea19_B1A","ea19_B1B","ea19_B5A","ea19_B5C","ea19_B25","ea19_B10A","ea19_B10AA","ea19_B11","ea19_B18C","ea19_B18_rec","ea19_B2_rec","ea19_B4_rec","ea19_B5_rec","ea19_B5B_rec","ea19_B6A_rec","ea19_B6B_rec","ea19_B7B_rec","ea19_B8_rec","ea19_B9_rec","ea19_PCS18","ea19_PCS6","ea19_B1CJT","ea19_B1ACJT","ea19_B1BCJT","ea19_B10ACJT","ea19_B2CJT_rec","ea19_B4CJT_rec","ea19_B11CJT","ea19_B18CJT_rec","ea19_B18CCJT","ea19_PCS6CJT","ea19_TYPMEN5","ea19_C1_rec","ea19_C1JEU","ea19_C8","ea19_C8A_rec","ea19_C8B_rec","ea19_D1_rec","ea19_D1A","ea19_D2","ea19_D3","ea19_D4_rec","ea19_D5_rec","ea19_D6","ea19_D7_1","ea19_D7_2","ea19_D7_3","ea19_D7_4","ea19_D7_5","ea19_D7_6","ea19_D7_7","ea19_D7_8","ea19_D7_9","ea19_D7_10","ea19_E1A","ea19_E1B","ea19_E1C","ea19_E1D","ea19_E1E","ea19_E1F","ea19_E1G","ea19_E1H","ea19_E1I","ea19_E1J","ea19_E2AUC","ea19_E2AUC_SOURCE","ea19_E2A_rec","ea19_E3A","ea19_E3B","ea19_E3C","ea19_E3D","ea19_E3E","ea19_E4","ea19_E5A","ea19_E5B_1","ea19_E5B_2","ea19_E5B_3","ea19_E5B_4","ea19_E5B_5","ea19_E5B_6","ea19_E5B_7","ea19_E5B_8","ea19_E5B_9","ea19_E5","ea19_F1_rec","ea19_F3","ea19_F4","ea19_F5","ea19_F6_rec","ea19_F7","ea19_F8","ea19_G1","ea19_G2","ea19_G3A","ea19_G3B","ea19_G3C","ea19_G4","ea19_G5A_rec","ea19_G6_1","ea19_G6_2","ea19_G6_3","ea19_G6_4","ea19_G5","ea19_H2","ea19_H4","ea19_I1","ea19_I8","ea19_J1","ea19_K3","ea19_H1_rec","ea19_H1A","ea19_H3","ea19_H4A_rec","ea19_H5","ea19_I9A","ea19_J2","ea19_J3","ea19_J7A","ea19_J7B","ea19_J7C","ea19_J7D","ea19_J7E","ea19_J11","ea19_J9","ea19_J10","ea19_J12","ea19_J13_rec","ea19_K1_rec","ea19_K2_rec","ea19_K4","ea19_K5A","ea19_K5B","ea19_K6","ea19_K6A_1","ea19_K6A_2","ea19_K6A_3","ea19_K6A_4","ea19_K6A_5","ea19_K6A_6","ea19_K6A_7","ea19_K6B","ea19_PANEL","POIDS_INIT","PDSPLT_INIT","cal_SEXE","cal_AGE1","cal_AGE2","cal_DIPL","cal_ZEAT","POIDS_ea19","PDSPLT_ea19","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014"
273,1,8,1,1,6,2,6,6,3,6,6,66,1,6,1,1,66,2,6,6,6,4,10,5,6,1,6,3,66,8,4,6,47,4,66,6,6,6,66,6,6,66,6,666,2,2,2,2,6,6,1,6,66,1,5,4,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,9,1,11,1,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,6,4,1,2,2,4,2,2,2,2,1,1,1,2,66,2,2,1,2,2,1,1,2,6,2,4,2,1,6,1,5,9,2,3,3,3,3,3,3,2,1,2,2,2,5,3,6,1,1,2,6,6,6,6,6,6,6,6,1,0.64037942,0.64037942,1,3,3,3,4,0.817497351,1.00816772,4,120,0,0
764,1,6,1,1,6,2,6,4,1,1,2,5,1,6,1,1,66,1,6,6,6,5,11,5,6,1,6,5,66,1,4,6,36,3,1,6,1,6,3,6,6,10,4,4,4,4,3,2,6,6,3,2,4,1,4,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,9,1,12,1,1,2,1,1,2,2,6,6,6,6,6,6,6,6,6,5,2,2,3,2,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,7,2,1,2,1,5,6,4,9,2,3,3,4,3,4,2,2,1,2,2,2,5,6,5,1,1,2,6,6,6,6,6,6,6,6,1,0.676028238,0.676028238,1,2,2,4,2,1.157453968,1.282862204,2,120,0,4
129,1,9,1,1,6,2,6,1,3,6,6,66,1,6,1,1,66,2,6,6,6,5,11,1,6,1,6,66,6,9,6,6,32,3,66,6,6,6,66,6,6,66,6,666,1,1,1,2,6,6,1,6,66,1,6,4,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,99,3,77,1,1,1,2,2,2,2,6,6,6,6,6,6,6,6,6,5,1,3,3,2,1,2,1,1,3,3,2,2,1,66,2,2,1,2,2,1,1,4,7,2,1,2,1,5,1,5,16,2,3,3,4,3,3,3,2,1,2,2,2,7,5,3,1,1,2,6,6,6,6,6,6,6,6,1,0.332282377,0.332282377,1,3,3,4,5,0.208178312,0.277610841,5,211,2,3
116,1,11,1,1,6,2,6,4,1,1,2,7,1,6,1,1,66,2,6,6,6,5,11,5,6,1,6,4,66,6,1,6,36,3,1,6,1,6,5,6,6,11,5,4,3,2,1,1,2,1,1,6,66,1,6,4,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,9,1,12,1,2,1,1,1,2,2,6,6,6,6,6,6,6,6,6,4,3,2,3,2,2,2,1,2,3,1,1,2,1,66,2,2,1,2,2,2,1,3,6,3,3,2,1,5,1,4,9,2,3,4,4,2,4,2,2,1,2,2,2,4,5,4,1,1,2,6,6,6,6,6,6,6,6,1,2.215685561,2.215685561,1,5,5,1,7,2.950372898,3.161441651,7,112,7,2
142,2,14,1,1,6,2,6,4,1,1,2,7,6,2,2,6,66,6,6,6,1,1,5,5,6,6,6,6,66,5,4,6,54,5,6,2,2,6,5,6,1,6,2,4,3,2,1,1,2,1,1,6,66,1,5,5,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,8,1,11,1,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,3,2,2,2,1,2,2,1,2,2,1,2,1,1,66,2,2,1,2,2,2,1,3,6,3,3,2,1,5,1,5,14,1,3,3,4,3,4,3,2,1,1,2,2,2,4,6,1,1,2,6,6,6,6,6,6,6,6,1,2.238520067,2.238520067,2,6,6,1,5,0.79426348,1.031067695,5,300,0,0
915,2,10,1,1,6,2,6,4,1,1,2,7,1,6,1,1,66,2,6,6,6,2,7,5,6,1,6,1,66,11,1,6,55,5,1,6,1,6,8,2,6,10,4,2,3,2,1,2,6,6,1,6,66,1,5,4,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,7,1,11,1,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,5,3,1,3,1,5,2,2,3,1,1,1,1,4,66,2,2,2,1,2,1,1,2,9,1,5,2,1,6,1,5,12,2,3,3,5,3,3,2,2,1,2,2,2,3,3,7,6,6,2,6,6,6,6,6,6,6,6,1,1.172934921,1.172934921,2,4,4,2,6,0.684833472,0.932913763,6,111,7,5
277,2,12,1,1,6,2,6,4,1,1,2,7,7,2,2,6,66,6,3,6,1,1,5,5,6,6,6,6,66,6,2,6,54,5,6,2,2,6,66,6,2,9,3,666,3,2,1,2,6,6,1,6,66,1,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,7,1,11,1,1,1,1,1,1,2,6,6,6,6,6,6,6,6,6,5,3,8,4,2,1,2,2,2,3,4,2,1,4,66,2,1,2,2,2,2,2,4,6,2,4,2,1,5,6,4,11,2,3,5,5,2,5,2,2,1,2,2,2,2,1,7,6,6,2,6,6,6,6,6,6,6,6,1,1.40774078,1.40774078,2,5,5,2,8,0.597717003,0.636693112,8,111,9,7
467,1,12,1,1,6,2,6,5,1,3,2,4,7,2,2,6,66,6,3,6,1,2,7,1,6,6,6,66,1,1,6,6,66,6,7,2,2,3,88,6,1,7,2,999,3,2,1,2,6,6,3,2,1,1,4,3,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,6,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,3,2,2,1,1,1,66,2,2,1,2,2,1,1,3,5,3,1,2,1,5,1,5,16,1,2,2,2,4,2,4,2,1,1,1,1,2,4,1,3,4,1,2,2,2,2,2,2,1,1,1,1.261420487,1.261420487,1,5,5,2,5,0.282246273,0.280695029,5,120,0,0
837,1,9,1,1,6,2,6,4,1,1,2,6,1,6,1,1,66,2,6,6,6,1,5,5,6,1,6,1,66,2,1,6,66,6,7,2,2,3,4,6,1,7,2,5,4,6,4,1,3,4,3,2,9,1,5,3,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,9,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,4,2,2,2,3,2,1,2,1,1,1,1,4,66,1,2,2,2,2,1,2,3,2,3,3,2,1,5,6,4,16,1,3,4,4,3,5,3,1,6,2,1,2,6,9,6,2,1,1,2,1,2,2,2,2,2,1,1,0.950823782,0.950823782,1,3,3,2,6,0.683683928,0.958599012,6,112,6,0
20,1,13,3,3,2,1,1,3,1,3,2,2,6,2,2,6,66,6,6,6,1,5,11,5,6,6,6,6,66,10,4,6,41,4,3,2,2,1,1,6,6,5,1,5,4,3,2,1,3,2,3,1,9,2,3,2,5,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,5,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,3,4,1,3,2,4,2,2,1,1,1,2,1,2,6,2,1,2,2,1,1,1,3,5,3,3,1,2,2,1,2,16,2,2,3,3,3,3,3,2,2,2,2,2,5,4,6,1,1,2,6,6,6,6,6,6,6,6,1,2.165356804,2.165356804,1,5,5,4,1,2.043082307,2.026381238,1,111,10,8
521,1,11,2,2,6,2,6,4,1,1,2,7,1,6,1,1,66,2,6,6,6,3,8,4,6,1,6,66,5,6,6,6,41,4,6,2,2,6,4,6,1,5,1,5,4,4,1,2,6,6,1,6,66,1,6,5,2,2,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,9,1,13,1,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,4,2,1,2,2,2,2,2,2,2,1,2,2,4,6,2,2,2,1,1,1,1,3,6,2,5,2,1,5,1,5,16,2,3,4,4,2,4,3,2,1,2,2,2,5,6,3,2,2,2,6,6,6,6,6,6,6,6,1,0.774562492,0.774562492,1,5,5,3,7,0.846010391,0.790408967,7,112,9,5
195,1,9,2,3,6,1,2,4,1,1,2,5,8,2,2,6,66,6,3,6,1,2,6,6,6,6,6,2,66,11,3,6,51,5,1,6,1,6,6,6,6,7,2,5,4,4,3,2,6,6,3,1,5,2,3,4,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,1,3,2,9,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,5,8,2,2,2,2,2,2,1,2,1,1,4,99,2,2,1,1,1,4,1,3,5,4,2,4,1,2,3,1,16,1,7,4,3,2,3,3,2,2,1,1,2,6,9,7,6,6,2,6,6,6,6,6,6,6,6,1,0.984334206,0.984334206,1,3,3,2,1,0.465375865,0.575581606,1,111,10,8
662,1,10,1,1,6,2,6,4,1,1,2,6,1,6,1,1,66,1,6,6,6,5,11,4,6,1,6,66,6,8,6,6,36,3,1,6,1,6,1,6,6,11,5,4,4,5,4,2,6,6,1,6,66,1,7,4,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,8,1,13,1,1,1,2,1,2,2,6,6,6,6,6,6,6,6,6,5,3,3,3,1,3,1,1,1,1,3,9,9,1,2,2,2,1,2,1,2,1,4,7,1,1,2,1,5,1,4,9,2,3,4,5,2,4,2,2,1,2,2,2,5,6,5,3,2,2,6,6,6,6,6,6,6,6,1,0.449749275,0.449749275,1,4,4,4,4,0.812551097,0.89720734,4,111,7,6
309,1,13,1,1,6,2,6,4,1,1,2,7,6,2,2,6,66,6,6,6,1,2,6,2,6,6,6,66,2,2,6,6,61,6,1,6,1,6,4,6,6,6,2,5,4,4,1,2,6,6,1,6,66,1,4,5,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,1,10,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,3,2,2,3,2,2,2,1,2,3,2,1,2,1,66,2,2,1,2,2,3,1,2,6,3,2,2,1,4,1,4,12,2,2,4,4,3,4,4,1,6,2,2,2,5,8,2,1,5,2,6,6,6,6,6,6,6,6,1,1.317068428,1.317068428,1,6,6,2,7,0.897680838,0.813224147,7,112,9,0
759,1,10,1,1,6,2,6,3,1,2,2,7,77,6,7,6,66,6,6,6,6,4,10,66,6,6,6,66,66,66,6,6,666,666,1,6,1,6,5,6,6,11,5,3,3,2,1,2,6,6,2,6,66,1,9,4,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,10,1,12,1,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,3,3,2,4,2,3,2,2,2,3,3,2,2,1,2,2,2,1,2,1,1,1,1,9,2,2,2,1,5,1,5,9,2,2,3,4,2,5,2,2,1,2,2,2,5,5,3,1,1,1,2,1,2,2,2,2,2,2,1,0.509371082,0.509371082,1,4,4,3,5,0.190905059,0.230646022,5,111,7,6
13,1,7,1,1,6,2,6,2,2,2,2,2,1,6,1,1,66,2,6,6,6,5,11,1,6,1,6,66,6,8,6,6,32,3,66,6,6,6,66,6,6,66,6,666,1,1,1,2,6,6,3,2,4,2,2,3,5,2,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,9,1,10,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,2,1,3,2,1,2,2,2,1,5,3,2,3,2,2,2,1,1,1,1,1,2,1,3,2,2,1,2,6,6,4,6,2,3,3,5,3,4,3,2,1,2,2,2,7,8,3,1,2,1,2,2,2,2,2,2,1,1,1,0.437041218,0.437041218,1,3,3,4,4,0.85814269,1.052058762,2,111,9,7
548,2,11,1,1,6,2,6,4,2,1,2,7,6,2,2,6,66,6,6,6,1,2,7,9,2,6,6,66,66,11,6,6,20,2,66,6,6,6,66,6,6,66,6,666,1,1,1,1,3,1,1,6,66,2,2,5,5,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,2,2,2,1,3,99,3,88,3,3,3,3,3,1,1,2,2,2,2,1,2,2,2,2,5,2,4,4,2,2,2,2,3,1,1,3,1,1,2,1,2,2,2,1,1,2,4,6,4,5,1,2,5,6,5,16,1,1,4,3,2,3,2,2,1,2,1,1,4,1,1,3,3,1,2,1,2,2,2,2,2,1,1,1.081247937,1.081247937,2,5,5,2,7,0.678137559,0.655206122,7,111,8,6
102,2,9,1,1,6,2,6,4,1,1,2,6,1,6,1,2,4,2,6,6,6,3,8,5,6,1,1,6,66,10,2,6,51,5,3,2,2,1,5,6,6,8,3,6,4,3,1,1,3,2,2,6,66,1,6,3,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,99,3,77,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,3,2,2,2,2,3,2,2,8,2,2,1,1,1,66,1,2,2,2,2,2,1,2,6,4,4,2,1,6,1,3,14,1,1,1,1,4,1,4,2,1,2,1,2,4,6,5,3,1,2,6,6,6,6,6,6,6,6,1,0.305546108,0.305546108,2,3,3,2,5,0.071464454,0.099138182,5,120,0,0
600,2,9,1,1,6,2,6,1,3,6,6,66,1,6,1,1,66,2,6,6,6,3,9,5,6,1,6,2,66,1,3,6,61,6,66,6,6,6,66,6,6,66,6,666,2,3,3,2,6,6,1,6,66,1,4,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,3,1,8,1,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,2,4,2,3,2,4,2,2,1,2,3,1,9,1,66,2,1,2,2,2,1,1,4,8,3,2,1,2,5,1,5,16,2,3,3,4,2,5,3,2,1,1,2,2,3,1,7,6,6,2,6,6,6,6,6,6,6,6,1,0.835123126,0.835123126,2,3,3,3,6,0.814437624,1.284937444,6,211,2,3
322,1,14,1,1,6,2,6,7,3,6,6,66,6,2,2,6,66,6,6,6,1,2,6,2,6,6,6,66,5,2,6,6,61,6,66,6,6,6,66,6,6,66,6,666,1,1,1,2,6,6,1,6,66,1,5,5,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,7,1,9,3,3,1,3,3,2,2,6,6,6,6,6,6,6,6,6,3,2,2,1,2,1,2,2,1,2,1,1,1,3,66,1,2,2,2,2,1,1,3,0,5,2,2,1,6,1,4,6,1,1,1,1,5,1,5,2,1,2,1,2,6,7,7,6,6,2,6,6,6,6,6,6,6,6,1,2.752124345,2.752124345,1,6,7,2,6,2.552063747,1.757181827,6,211,2,3
753,1,9,1,1,6,2,6,3,1,3,2,4,1,6,1,1,66,2,6,6,6,5,11,1,6,1,6,66,6,9,6,6,32,3,1,6,1,6,1,6,6,10,4,4,3,2,1,2,6,6,5,6,66,1,4,4,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,8,1,11,1,1,1,2,1,2,2,6,6,6,6,6,6,6,6,6,4,2,1,2,2,2,2,2,2,8,3,2,2,2,66,2,2,2,1,2,1,1,3,5,3,3,1,2,5,1,5,16,2,3,3,2,3,2,4,2,1,2,2,2,7,9,2,2,1,2,6,6,6,6,6,6,6,6,1,0.402513781,0.402513781,1,3,3,4,2,0.425256934,0.445894954,2,112,7,0
298,1,11,1,1,6,2,6,4,1,1,2,7,1,6,1,1,66,1,6,6,6,4,10,5,6,1,6,4,66,11,2,6,46,4,1,6,1,6,5,6,6,8,3,5,3,2,1,2,6,6,1,6,66,1,9,5,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,10,1,12,1,3,1,3,3,2,2,6,6,6,6,6,6,6,6,6,4,3,1,2,1,4,2,2,2,2,5,2,2,1,66,2,1,1,1,2,1,1,3,9,1,1,2,1,5,1,5,16,1,3,5,5,1,4,3,2,1,2,1,2,8,9,7,6,6,2,6,6,6,6,6,6,6,6,1,1.18770408,1.18770408,1,4,4,3,6,1.207663772,1.590810957,6,111,6,4
694,2,12,1,1,6,2,6,5,3,6,6,66,1,6,1,1,66,2,6,6,6,2,7,3,6,1,6,66,5,5,6,6,51,5,66,6,6,6,66,6,6,66,6,666,1,1,1,1,2,1,1,6,66,2,4,5,5,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,8,2,9,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,3,1,2,3,2,1,2,2,2,2,2,3,1,4,66,2,1,2,2,2,2,1,3,8,2,3,2,1,4,1,4,9,2,2,5,5,2,4,2,2,1,2,2,2,5,3,5,2,1,2,6,6,6,6,6,6,6,6,1,0.433176277,0.433176277,2,5,5,3,2,0.221680483,0.195054838,2,111,8,6
461,2,13,2,1,6,2,6,4,1,1,2,7,6,2,2,6,66,6,6,6,1,2,6,5,6,6,6,5,66,11,3,6,36,3,6,2,2,6,9,2,1,4,1,2,1,1,1,1,1,1,1,6,66,1,6,5,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,9,1,11,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,3,2,3,3,2,2,2,2,2,3,1,2,2,2,66,2,2,2,1,2,2,1,2,9,3,3,2,1,5,1,4,12,2,3,3,4,2,4,2,2,1,1,2,2,5,4,1,1,1,1,2,1,2,2,2,2,2,1,1,0.294825446,0.294825446,2,6,6,3,7,0.272540195,0.277818668,7,112,9,4
279,1,8,1,1,6,2,6,4,1,1,2,6,1,6,1,1,66,1,6,6,6,3,9,1,6,1,6,66,6,8,6,6,48,4,1,6,1,6,9,1,6,10,4,4,4,4,3,1,2,3,1,6,66,1,8,4,1,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,8,1,12,1,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,6,2,2,3,2,1,1,2,1,2,2,1,1,1,4,2,2,2,1,1,3,1,2,9,2,1,2,1,4,1,4,12,2,3,3,5,3,5,2,2,1,2,2,2,7,9,7,6,6,2,6,6,6,6,6,6,6,6,1,0.999327549,0.999327549,1,3,3,3,3,1.193493278,1.147079373,3,112,8,0
366,2,6,1,1,6,2,6,2,1,2,2,5,1,6,1,1,66,2,6,6,6,3,9,5,6,1,6,6,66,5,2,6,54,5,1,6,1,6,5,6,6,7,2,6,4,4,3,2,6,6,2,6,66,1,5,4,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,4,2,10,1,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,2,2,2,2,2,1,2,2,2,1,2,1,1,1,66,1,2,2,2,2,2,1,4,5,3,4,2,1,5,1,4,16,2,3,2,3,4,3,4,2,1,1,2,2,3,88,5,1,1,2,6,6,6,6,6,6,6,6,1,0.749357249,0.749357249,2,2,2,3,2,0.73612626,0.885335347,2,111,7,5
657,1,9,1,1,6,2,6,3,1,3,2,2,1,6,1,1,66,2,6,6,6,2,6,5,6,1,6,2,66,2,1,6,61,6,1,6,1,6,1,6,6,10,4,5,4,5,3,2,6,6,2,6,66,1,6,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,1,11,1,2,1,1,2,1,2,6,6,6,6,6,6,6,6,6,3,2,2,4,2,3,2,2,2,1,2,1,1,1,66,2,2,1,2,2,1,1,3,7,1,4,2,1,5,1,5,10,2,3,5,5,2,4,2,2,1,2,2,2,5,7,3,2,2,1,2,1,2,2,2,2,2,1,1,0.527810759,0.527810759,1,4,4,2,2,0.21705236,0.197671462,5,112,8,0
151,1,12,1,1,6,2,6,4,1,1,2,7,1,6,1,1,66,2,6,6,6,5,11,1,6,1,6,66,6,9,6,6,32,3,1,6,1,6,2,6,6,9,3,5,3,2,1,1,2,1,1,6,66,1,6,5,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,10,1,12,1,1,1,2,1,2,2,6,6,6,6,6,6,6,6,6,4,2,1,2,2,3,2,2,2,1,1,2,2,1,66,2,1,1,2,2,2,1,2,5,4,5,2,1,4,1,4,10,1,2,3,3,4,3,4,2,1,1,2,2,5,8,2,1,1,2,6,6,6,6,6,6,6,6,1,1.514061423,1.514061423,1,1,2,3,6,2.711480127,5.640012621,6,111,9,7
107,2,14,1,1,6,2,6,5,3,6,6,66,6,2,2,6,66,6,6,6,1,1,5,5,6,6,6,6,66,6,2,6,54,5,66,6,6,6,66,6,6,66,6,666,1,1,1,1,1,1,3,1,5,2,2,1,4,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,1,6,2,2,1,1,2,2,2,6,6,6,6,6,6,6,6,6,3,1,2,3,2,1,2,1,2,3,4,1,1,4,66,1,2,2,2,2,1,1,3,5,3,3,2,1,5,1,4,16,2,3,3,4,3,4,4,2,1,2,2,2,1,1,6,1,1,2,6,6,6,6,6,6,6,6,1,2.451622899,2.451622899,2,6,6,1,8,1.870463453,2.41094099,8,111,6,5
306,1,6,1,3,6,2,6,4,1,1,2,3,1,6,1,1,66,2,6,6,6,1,5,6,6,1,6,2,66,11,3,6,56,5,7,2,2,2,6,6,1,5,1,999,4,3,2,2,6,6,1,6,66,1,4,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,99,3,77,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,5,1,2,2,4,2,2,1,1,1,1,1,2,8,1,2,2,2,1,3,1,3,5,2,1,2,1,4,1,3,16,2,3,2,1,4,1,5,8,1,1,2,2,8,77,6,1,3,2,6,6,6,6,6,6,6,6,1,1.068794983,1.068794983,1,2,2,2,7,1.4580583,1.785040167,7,300,0,1
347,2,5,1,1,6,2,6,2,1,2,2,3,1,6,1,1,66,2,6,6,6,4,10,5,6,1,6,3,66,1,3,6,47,4,1,6,1,6,5,6,6,6,2,6,3,2,1,2,6,6,1,6,66,3,4,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,8,2,11,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,4,4,2,3,2,3,2,2,1,1,2,1,1,4,66,1,2,2,2,2,2,2,3,5,3,5,2,1,6,6,5,16,2,3,3,4,3,4,2,2,1,2,2,2,4,2,6,1,1,2,6,6,6,6,6,6,6,6,1,0.863541277,0.863541277,2,2,2,3,4,1.57656891,2.217010692,4,111,3,4
404,2,9,1,1,6,2,6,1,3,6,6,66,1,6,1,1,66,2,6,6,6,5,11,5,6,1,6,5,66,11,2,6,36,3,66,6,6,6,66,6,6,66,6,666,1,1,1,2,6,6,2,6,66,2,2,4,5,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,9,1,10,1,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,3,1,3,3,2,1,2,1,1,3,4,4,4,3,2,2,2,2,1,1,2,1,2,5,2,2,2,1,4,1,4,10,1,3,2,4,3,4,2,2,1,2,2,2,6,6,5,2,2,1,2,1,2,2,2,2,2,2,1,0.306206815,0.306206815,2,3,3,4,4,0.530596754,0.701711102,4,111,8,7
349,1,10,1,1,6,2,6,4,1,1,2,7,1,6,1,1,66,2,6,6,6,3,9,5,6,1,6,2,66,1,1,6,51,5,1,6,1,6,6,6,6,6,2,5,3,2,1,2,6,6,2,6,66,1,5,2,2,9,9,9,9,9,9,9,9,9,9,1,2,1,2,2,2,2,2,2,2,9,1,12,1,2,3,3,3,2,1,1,2,2,2,2,2,2,2,2,3,1,2,3,2,1,2,2,3,1,2,2,1,1,66,2,2,1,2,2,1,2,2,77,2,5,1,2,5,6,5,77,2,3,4,4,2,3,2,2,1,2,2,2,5,7,3,2,2,1,2,2,2,2,2,2,1,1,1,0.910450674,0.910450674,1,4,4,3,5,0.341224003,0.412257062,5,111,7,5
958,2,8,1,1,6,2,6,4,1,1,2,6,1,6,1,1,66,2,6,6,6,4,10,5,6,1,6,4,66,6,3,6,46,4,1,6,1,6,5,6,6,8,3,6,4,4,3,2,6,6,2,6,66,1,5,4,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,5,1,11,1,1,1,2,1,2,2,6,6,6,6,6,6,6,6,6,3,2,3,4,2,1,2,1,2,3,2,2,2,2,66,2,2,1,2,2,1,2,3,5,1,1,2,1,5,6,5,16,2,3,2,3,3,3,2,2,1,1,2,2,3,1,3,1,2,2,6,6,6,6,6,6,6,6,1,0.403719305,0.403719305,2,3,3,3,7,0.460939303,0.600709178,7,112,8,0
391,1,14,1,1,6,2,6,4,1,1,2,7,6,2,2,6,66,6,6,6,1,3,9,5,6,6,6,3,66,8,4,6,47,4,6,2,2,6,5,6,1,8,3,5,1,1,1,1,2,1,1,6,66,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,8,1,9,1,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,4,2,2,3,2,3,2,1,1,2,3,2,2,1,66,2,2,1,2,2,2,1,2,3,2,1,2,1,5,1,4,6,2,3,4,4,2,4,2,2,1,2,2,2,3,2,1,1,1,2,6,6,6,6,6,6,6,6,1,1.055304299,1.055304299,1,6,6,3,2,0.586896622,0.484193597,7,221,1,3
