"UID_ea","ea19_A1","ea19_A2A_rec","ea19_A3_rec","ea19_A3B_rec","ea19_A3C_rec","ea19_A3D","ea19_A3E_rec","ea19_A4","ea19_A5","ea19_A5A","ea19_A5C","ea19_A5C_rec","ea19_B1","ea19_B1A","ea19_B1B","ea19_B5A","ea19_B5C","ea19_B25","ea19_B10A","ea19_B10AA","ea19_B11","ea19_B18C","ea19_B18_rec","ea19_B2_rec","ea19_B4_rec","ea19_B5_rec","ea19_B5B_rec","ea19_B6A_rec","ea19_B6B_rec","ea19_B7B_rec","ea19_B8_rec","ea19_B9_rec","ea19_PCS18","ea19_PCS6","ea19_B1CJT","ea19_B1ACJT","ea19_B1BCJT","ea19_B10ACJT","ea19_B2CJT_rec","ea19_B4CJT_rec","ea19_B11CJT","ea19_B18CJT_rec","ea19_B18CCJT","ea19_PCS6CJT","ea19_TYPMEN5","ea19_C1_rec","ea19_C1JEU","ea19_C8","ea19_C8A_rec","ea19_C8B_rec","ea19_D1_rec","ea19_D1A","ea19_D2","ea19_D3","ea19_D4_rec","ea19_D5_rec","ea19_D6","ea19_D7_1","ea19_D7_2","ea19_D7_3","ea19_D7_4","ea19_D7_5","ea19_D7_6","ea19_D7_7","ea19_D7_8","ea19_D7_9","ea19_D7_10","ea19_E1A","ea19_E1B","ea19_E1C","ea19_E1D","ea19_E1E","ea19_E1F","ea19_E1G","ea19_E1H","ea19_E1I","ea19_E1J","ea19_E2AUC","ea19_E2AUC_SOURCE","ea19_E2A_rec","ea19_E3A","ea19_E3B","ea19_E3C","ea19_E3D","ea19_E3E","ea19_E4","ea19_E5A","ea19_E5B_1","ea19_E5B_2","ea19_E5B_3","ea19_E5B_4","ea19_E5B_5","ea19_E5B_6","ea19_E5B_7","ea19_E5B_8","ea19_E5B_9","ea19_E5","ea19_F1_rec","ea19_F3","ea19_F4","ea19_F5","ea19_F6_rec","ea19_F7","ea19_F8","ea19_G1","ea19_G2","ea19_G3A","ea19_G3B","ea19_G3C","ea19_G4","ea19_G5A_rec","ea19_G6_1","ea19_G6_2","ea19_G6_3","ea19_G6_4","ea19_G5","ea19_H2","ea19_H4","ea19_I1","ea19_I8","ea19_J1","ea19_K3","ea19_H1_rec","ea19_H1A","ea19_H3","ea19_H4A_rec","ea19_H5","ea19_I9A","ea19_J2","ea19_J3","ea19_J7A","ea19_J7B","ea19_J7C","ea19_J7D","ea19_J7E","ea19_J11","ea19_J9","ea19_J10","ea19_J12","ea19_J13_rec","ea19_K1_rec","ea19_K2_rec","ea19_K4","ea19_K5A","ea19_K5B","ea19_K6","ea19_K6A_1","ea19_K6A_2","ea19_K6A_3","ea19_K6A_4","ea19_K6A_5","ea19_K6A_6","ea19_K6A_7","ea19_K6B","ea19_PANEL","POIDS_INIT","PDSPLT_INIT","cal_SEXE","cal_AGE1","cal_AGE2","cal_DIPL","cal_ZEAT","POIDS_ea19","PDSPLT_ea19","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014"
3003,2,11,2,2,6,2,6,4,1,1,2,7,1,6,1,1,66,2,6,6,6,5,11,1,6,1,6,66,6,9,6,6,32,3,1,6,1,6,5,6,6,11,5,3,4,3,1,1,1,2,1,6,66,1,6,5,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,10,2,13,1,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,5,2,2,3,2,4,2,2,2,5,2,2,4,1,1,2,2,2,1,1,2,1,2,7,2,3,3,1,5,2,4,9,1,3,3,4,2,3,2,2,1,2,1,2,4,8,3,2,3,2,6,6,6,6,6,6,6,6,2,1.264231555,1.79769313486232e+308,2,4,4,4,1,1.147284455,1.79769313486232e+308,1,111,10,8
1322,2,11,1,1,6,2,6,5,2,3,2,99,1,6,1,6,66,6,6,6,6,4,10,9,1,6,6,66,66,1,6,2,10,1,66,6,6,6,66,6,6,66,6,666,1,1,1,2,6,6,1,6,66,1,5,4,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,4,1,1,1,2,1,2,2,6,6,6,6,6,6,6,6,6,3,2,2,2,2,1,2,2,1,2,1,1,1,1,2,1,2,2,2,1,2,1,3,8,1,1,2,1,5,1,4,13,2,3,3,4,3,3,4,2,1,2,2,2,4,4,5,1,1,2,6,6,6,6,6,6,6,6,2,1.328552897,1.79769313486232e+308,2,4,4,3,7,1.395681026,1.79769313486232e+308,7,212,1,0
2124,2,8,1,1,6,2,6,3,1,3,2,4,1,6,1,2,5,1,6,6,6,4,10,5,6,1,1,5,66,8,3,6,47,4,1,6,1,6,2,6,6,7,2,5,4,4,3,2,6,6,2,6,66,1,6,4,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,1,2,6,2,11,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,3,1,1,2,2,1,3,3,2,2,3,66,2,2,1,2,2,2,1,2,2,2,3,2,1,5,1,4,6,2,3,2,4,4,5,2,2,1,2,2,2,6,6,6,1,1,2,6,6,6,6,6,6,6,6,2,0.480521912,1.79769313486232e+308,2,3,3,4,5,0.265677024,1.79769313486232e+308,5,112,9,0
1339,2,8,1,1,6,2,6,5,2,3,2,2,1,6,1,1,66,1,6,6,6,5,11,5,6,1,6,5,66,5,4,6,36,3,66,6,6,6,66,6,6,66,6,666,2,3,3,2,6,6,2,6,66,1,4,4,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,5,1,10,1,1,2,2,1,2,2,6,6,6,6,6,6,6,6,6,3,2,2,2,1,2,2,2,2,2,2,1,2,1,4,2,2,1,2,1,2,1,3,6,2,5,2,1,5,1,3,10,2,3,2,4,3,3,2,2,1,2,2,2,5,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1.148061031,1.79769313486232e+308,2,3,3,3,3,1.210012121,1.79769313486232e+308,3,111,9,7
1557,2,10,2,2,6,2,6,1,3,6,6,66,1,6,1,1,66,2,6,6,6,4,10,2,6,1,6,66,4,6,6,6,51,5,66,6,6,6,66,6,6,66,6,666,2,2,1,1,1,2,2,6,66,1,4,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,4,2,8,1,1,1,2,2,2,2,6,6,6,6,6,6,6,6,6,3,1,2,2,1,1,2,1,2,2,4,4,2,4,66,2,2,2,1,2,1,1,1,2,4,2,2,1,5,1,5,4,1,3,4,3,3,3,3,2,1,2,2,2,2,6,5,1,1,2,6,6,6,6,6,6,6,6,2,0.919688757,1.79769313486232e+308,2,4,4,4,5,0.467869547,1.79769313486232e+308,5,211,3,4
2236,1,5,1,1,6,2,6,3,2,3,2,1,1,6,1,6,66,6,6,6,6,5,11,8,1,6,6,66,66,8,6,6,20,2,66,6,6,6,66,6,6,66,6,666,1,1,1,2,6,6,3,2,4,2,3,3,5,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,9,1,10,1,1,1,2,2,2,2,6,6,6,6,6,6,6,6,6,3,1,2,4,1,2,1,1,4,2,3,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,1,2,5,6,5,4,2,3,3,5,2,5,1,2,1,2,2,2,4,7,3,2,2,2,6,6,6,6,6,6,6,6,2,0.285916343,1.79769313486232e+308,1,2,2,4,5,0.29029222,1.79769313486232e+308,5,111,8,6
2009,2,14,1,9,6,2,6,7,3,6,6,66,6,2,2,6,66,6,6,6,1,1,4,2,6,6,6,66,6,10,6,6,51,5,66,6,6,6,66,6,6,66,6,666,1,1,1,1,3,1,1,6,66,1,3,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,1,7,1,2,2,1,2,2,1,9,9,9,9,9,9,9,9,9,2,1,2,3,2,1,1,1,2,2,3,2,2,1,66,2,2,1,2,2,2,1,2,5,3,3,2,1,4,1,4,16,1,2,3,2,3,3,3,2,1,1,1,2,4,6,4,1,1,2,6,6,6,6,6,6,6,6,2,2.358065158,1.79769313486232e+308,2,6,7,1,2,2.247339248,1.79769313486232e+308,2,111,7,5
2833,2,13,1,1,6,2,6,4,1,1,2,7,3,2,2,6,66,6,2,6,6,1,5,5,6,6,6,2,66,11,2,6,55,5,6,2,2,6,4,6,1,5,1,5,1,1,1,2,6,6,1,6,66,2,3,5,5,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,10,1,11,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,4,3,2,3,2,2,2,2,2,2,1,1,2,2,66,2,2,1,2,2,1,1,3,5,3,5,2,1,5,1,5,9,2,3,4,4,2,4,3,2,1,2,2,2,2,1,4,1,1,2,6,6,6,6,6,6,6,6,2,1.172914951,1.79769313486232e+308,2,5,5,3,7,1.130572414,1.79769313486232e+308,7,111,9,7
1935,2,12,1,1,6,2,6,4,1,1,2,7,6,2,2,6,66,6,6,6,1,4,10,3,6,6,6,66,2,10,6,6,51,5,6,2,2,6,4,6,1,6,2,6,3,2,1,1,1,1,1,6,66,1,2,5,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,99,3,77,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,3,2,4,2,2,2,1,2,1,1,3,66,2,2,1,2,2,3,1,2,4,3,3,3,1,5,2,3,14,1,3,4,5,2,5,2,2,1,2,2,2,5,8,4,2,2,2,6,6,6,6,6,6,6,6,2,1.284075384,1.79769313486232e+308,2,5,5,2,4,0.79465829,1.79769313486232e+308,4,112,8,2
2221,2,10,1,1,6,2,6,3,1,3,1,1,1,6,1,1,66,2,6,6,6,2,7,5,6,1,6,6,66,6,2,6,61,6,1,6,1,6,4,6,6,6,2,5,4,3,2,1,3,2,3,1,5,2,3,3,5,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,5,1,10,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,3,4,2,3,2,3,2,1,1,1,2,2,2,2,66,2,2,1,2,2,2,1,3,3,2,2,2,1,5,1,4,6,2,3,2,4,2,4,2,2,1,2,2,2,4,3,5,1,1,2,6,6,6,6,6,6,6,6,2,0.5635062,1.79769313486232e+308,2,4,4,2,2,0.204502019,1.79769313486232e+308,2,112,8,1
2521,2,8,1,1,6,2,6,3,1,3,2,5,1,6,1,1,66,1,6,6,6,3,9,2,6,1,6,66,4,2,6,6,48,4,1,6,1,6,5,6,6,8,3,4,4,4,3,2,6,6,2,6,66,1,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,99,3,77,3,3,3,3,3,2,1,2,2,2,2,2,2,2,2,1,1,4,1,2,2,3,1,2,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,4,2,2,2,1,6,1,5,16,1,3,1,2,4,2,4,2,1,1,2,2,4,6,1,1,4,2,6,6,6,6,6,6,6,6,2,0.772379566,1.79769313486232e+308,2,3,3,3,7,0.88185057,1.79769313486232e+308,7,112,6,0
1430,1,12,1,1,6,2,6,4,1,1,2,7,6,2,2,6,66,6,6,6,1,4,10,3,6,6,6,66,4,6,6,6,36,3,6,2,2,6,3,6,1,7,2,5,3,2,1,2,6,6,1,6,66,1,3,4,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,6,1,10,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,3,1,2,2,3,2,1,1,2,2,2,2,1,66,2,2,1,2,2,1,2,3,5,3,2,2,1,5,6,5,16,1,3,2,2,4,2,4,2,1,1,2,2,5,8,4,1,1,2,6,6,6,6,6,6,6,6,2,0.323816391,1.79769313486232e+308,1,5,5,4,8,0.368287175,1.79769313486232e+308,8,112,7,0
3403,1,14,1,1,6,2,6,5,2,3,2,3,6,2,2,6,66,6,6,6,1,3,8,2,6,6,6,66,6,11,6,6,32,3,66,6,6,6,66,6,6,66,6,666,1,1,1,2,6,6,1,6,66,1,5,4,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,8,2,9,1,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,4,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,1,1,1,2,1,1,5,2,1,2,1,4,1,4,9,1,3,4,5,1,5,2,2,1,2,1,2,7,8,3,2,2,1,1,2,2,2,2,2,2,1,2,1.049749862,1.79769313486232e+308,1,6,6,4,4,1.668876923,1.79769313486232e+308,4,221,1,2
1784,1,13,1,1,6,2,6,4,1,1,2,7,6,2,2,6,66,6,6,6,1,2,6,4,6,6,6,66,3,11,6,6,47,4,6,2,2,6,6,6,1,6,2,5,1,1,1,2,6,6,1,6,66,1,5,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,9,1,11,1,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,3,2,2,3,1,1,2,2,1,2,1,1,1,1,66,2,2,1,2,2,2,1,2,3,2,2,2,1,5,1,4,9,2,3,4,4,2,4,3,2,1,2,2,2,5,8,3,2,2,2,6,6,6,6,6,6,6,6,2,1.077749608,1.79769313486232e+308,1,5,5,2,4,0.755779563,1.79769313486232e+308,4,112,8,2
1204,2,10,1,1,6,2,6,4,1,1,2,7,1,6,1,1,66,2,6,6,6,1,1,6,6,1,6,1,66,4,2,6,66,6,1,6,1,6,6,6,6,1,1,6,4,3,1,1,2,2,1,6,66,1,4,5,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,4,2,10,1,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,4,1,2,4,1,1,2,1,1,2,2,2,3,1,66,2,2,1,2,2,1,2,3,4,3,2,1,2,5,6,5,1,2,3,3,4,2,5,2,2,1,2,2,2,3,7,4,1,1,2,6,6,6,6,6,6,6,6,2,2.647357811,1.79769313486232e+308,2,4,4,1,7,3.390545019,1.79769313486232e+308,7,112,6,0
2276,1,9,1,1,6,2,6,3,2,3,2,3,1,6,1,6,66,6,6,6,6,1,1,9,1,6,6,66,66,9,6,6,20,2,66,6,6,6,66,6,6,66,6,666,1,1,1,1,2,1,1,6,66,2,1,3,5,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,4,1,6,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,2,1,2,3,1,2,2,2,1,1,2,2,1,2,2,2,2,1,2,1,1,1,3,3,2,1,1,2,6,1,5,6,2,3,4,4,2,3,2,2,1,1,2,2,5,4,2,2,4,1,1,1,2,2,2,2,2,2,2,0.617752837,1.79769313486232e+308,1,4,4,3,7,0.735375987,1.79769313486232e+308,7,400,0,0
1759,2,13,2,2,6,1,9,5,3,6,6,66,1,6,1,1,66,2,6,6,6,1,4,1,6,1,6,66,4,11,6,6,51,5,66,6,6,6,66,6,6,66,6,666,1,1,1,1,2,1,3,1,5,2,2,3,5,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,10,1,13,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,3,4,2,3,2,2,2,1,1,2,1,1,1,1,6,2,2,2,1,1,2,1,4,7,2,1,2,1,4,1,4,16,2,3,4,3,2,4,3,2,1,1,2,2,2,1,4,1,1,2,6,6,6,6,6,6,6,6,2,1.500342514,1.79769313486232e+308,2,5,5,1,2,0.936057997,1.79769313486232e+308,2,112,10,2
2685,2,14,1,1,6,2,6,1,3,6,6,66,6,2,2,6,66,6,6,6,1,5,11,1,6,6,6,66,6,9,6,6,32,3,66,6,6,6,66,6,6,66,6,666,1,1,1,2,6,6,1,6,66,1,3,5,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,9,1,10,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,5,1,3,3,1,2,1,1,2,5,4,3,4,2,66,2,2,1,2,2,1,1,2,2,2,1,2,1,5,1,5,2,2,2,5,5,1,5,2,2,2,2,2,2,3,3,6,1,1,2,6,6,6,6,6,6,6,6,2,0.497212294,1.79769313486232e+308,2,6,6,4,5,0.222578922,1.79769313486232e+308,5,111,5,4
2899,2,8,1,1,6,2,6,4,1,1,2,5,77,6,7,6,66,6,6,6,6,1,5,66,6,6,6,66,66,66,6,6,666,666,1,6,1,6,5,6,6,9,3,6,4,4,3,1,2,3,2,6,66,1,5,5,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,5,1,11,1,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,3,2,2,3,1,2,2,2,2,2,2,2,9,3,66,2,2,1,2,2,2,2,3,8,2,4,2,1,5,6,4,12,2,2,3,4,3,3,3,2,1,2,2,2,5,77,4,1,2,1,2,1,2,2,2,2,2,1,2,1.218194622,1.79769313486232e+308,2,3,3,1,5,0.533849581,1.79769313486232e+308,5,300,0,0
2286,1,7,1,1,6,2,6,4,1,1,2,5,1,6,1,1,66,2,6,6,6,5,11,1,6,1,6,66,6,9,6,6,32,3,1,6,1,6,5,6,6,10,4,5,4,4,3,1,2,3,2,6,66,1,8,3,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,7,1,12,1,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,4,1,2,3,2,1,2,1,1,3,3,2,2,3,66,2,1,1,1,2,1,2,2,4,1,3,2,1,5,6,5,16,2,3,4,5,2,4,2,2,1,2,2,2,5,5,1,1,2,2,6,6,6,6,6,6,6,6,2,0.651140582,1.79769313486232e+308,1,2,2,4,2,1.114842855,1.79769313486232e+308,2,112,10,2
2340,2,9,2,2,6,2,6,5,3,6,6,66,1,6,1,1,66,2,6,6,6,2,6,5,6,1,6,4,66,5,1,6,41,4,66,6,6,6,66,6,6,66,6,666,5,3,2,2,6,6,3,1,5,2,5,4,3,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,6,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,3,5,1,2,2,1,2,2,3,5,1,1,1,4,6,2,1,2,2,1,4,1,2,3,4,5,2,1,6,1,4,5,1,2,3,4,2,3,4,2,1,1,2,2,3,9,7,6,6,2,6,6,6,6,6,6,6,6,2,1.276206634,1.79769313486232e+308,2,4,4,2,6,0.745130019,1.79769313486232e+308,6,111,9,7
3254,1,9,1,1,6,2,6,4,1,1,2,6,1,6,1,1,66,2,6,6,6,2,6,5,6,1,6,2,66,7,3,6,61,6,1,6,1,6,6,6,6,9,3,5,4,4,2,2,6,6,2,6,66,1,2,4,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,3,2,10,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,4,1,2,2,4,2,1,4,2,2,1,1,2,66,2,2,2,1,2,2,1,4,5,2,3,2,1,6,1,4,16,2,3,2,2,3,4,2,2,1,1,2,2,6,4,2,2,3,1,2,2,2,1,2,2,2,1,2,1.702670751,1.79769313486232e+308,1,3,3,2,3,1.323132807,1.79769313486232e+308,3,112,6,0
1296,1,7,1,1,6,2,6,1,3,6,6,66,3,2,2,6,66,6,2,6,6,5,11,6,6,6,6,1,66,4,1,6,66,6,66,6,6,6,66,6,6,66,6,666,1,1,1,2,6,6,3,2,4,2,2,3,3,2,1,1,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,4,1,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,1,1,1,2,2,2,2,2,3,3,3,3,2,1,66,2,2,1,2,2,2,1,3,7,4,3,2,1,4,1,5,12,2,2,1,2,4,2,4,2,1,1,2,2,7,7,2,1,4,1,2,1,2,2,2,2,2,2,2,0.768519041,1.79769313486232e+308,1,2,2,4,7,2.478349731,1.79769313486232e+308,7,211,2,3
2635,1,11,1,1,6,2,6,4,1,1,2,7,1,6,1,1,66,2,6,6,6,3,8,4,6,1,6,66,5,6,6,6,48,4,1,6,1,6,4,6,6,8,3,4,5,3,1,1,2,2,1,6,66,1,4,5,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,6,1,11,1,2,2,2,1,2,2,6,6,6,6,6,6,6,6,6,3,2,2,3,1,1,2,2,1,3,1,1,1,1,66,2,2,1,2,2,1,1,3,6,3,5,1,2,5,1,5,16,1,3,3,4,2,3,2,2,1,2,1,2,5,7,3,1,1,2,6,6,6,6,6,6,6,6,2,3.325725714,1.79769313486232e+308,1,5,5,1,8,2.998027571,1.79769313486232e+308,8,112,9,1
2834,1,9,1,1,6,2,6,3,2,3,2,1,1,6,1,1,66,2,6,6,6,5,11,5,6,1,6,5,66,8,4,6,36,3,66,6,6,6,66,6,6,66,6,666,2,3,3,1,2,3,3,2,4,2,4,2,3,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,7,2,11,1,1,3,3,1,2,2,6,6,6,6,6,6,6,6,6,4,3,2,3,1,3,2,2,1,2,2,1,2,2,2,2,2,1,2,1,1,1,1,5,2,4,1,2,5,1,5,15,1,3,3,5,2,4,3,2,1,2,2,2,5,5,4,1,1,2,6,6,6,6,6,6,6,6,2,0.446286619,1.79769313486232e+308,1,3,3,4,7,0.888083056,1.79769313486232e+308,7,111,9,7
1485,1,7,1,1,6,2,6,3,1,3,2,5,1,6,1,1,66,2,6,6,6,4,10,5,6,1,6,2,66,4,2,6,61,6,1,6,1,6,1,6,6,11,5,4,4,4,3,1,2,3,2,6,66,1,7,3,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,6,1,11,1,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,3,2,3,3,1,2,2,2,2,2,2,2,1,1,66,2,2,1,2,2,1,2,3,5,2,1,1,2,5,6,5,14,2,3,2,2,3,3,2,2,1,2,2,2,7,8,3,2,3,2,6,6,6,6,6,6,6,6,2,0.985036968,1.79769313486232e+308,1,2,2,3,3,1.906482785,1.79769313486232e+308,3,112,6,0
3413,1,8,1,1,6,2,6,5,3,6,6,66,1,6,1,1,66,2,6,6,6,4,10,1,6,1,6,66,5,11,6,6,41,4,66,6,6,6,66,6,6,66,6,666,2,2,2,2,6,6,3,2,4,2,3,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,7,1,10,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,4,1,1,2,4,2,1,1,1,1,1,1,4,66,1,2,2,2,2,2,1,2,9,4,5,2,1,6,1,4,14,2,3,3,2,4,2,4,2,1,1,2,2,6,8,4,2,2,1,1,2,2,2,2,2,2,1,2,1.048565576,1.79769313486232e+308,1,3,3,3,2,0.720241471,1.79769313486232e+308,5,112,9,0
1540,1,7,1,1,6,2,6,4,1,1,2,4,1,6,1,1,66,2,6,6,6,5,11,5,6,1,6,5,66,8,2,6,36,3,1,6,1,6,5,6,6,11,5,3,4,4,3,1,2,3,2,6,66,1,8,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,8,1,12,1,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,5,3,2,3,1,1,2,2,1,2,1,2,3,2,66,2,2,1,2,2,3,1,2,6,2,3,2,1,3,1,4,9,2,3,4,4,2,4,2,2,1,2,2,2,5,4,5,1,1,2,6,6,6,6,6,6,6,6,2,0.657657459,1.79769313486232e+308,1,2,2,4,5,0.667722738,1.79769313486232e+308,5,111,9,7
3453,2,10,1,1,6,2,6,4,1,1,2,7,1,6,1,1,66,1,6,6,6,5,11,3,6,1,6,66,6,6,6,6,32,3,1,6,1,6,9,1,6,10,4,4,4,4,1,1,2,3,1,6,66,1,6,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,8,1,12,1,1,1,1,1,2,2,6,6,6,6,6,6,6,6,6,4,3,2,3,1,3,2,1,2,3,5,3,4,2,66,2,2,1,1,2,3,1,2,7,2,3,2,1,4,1,4,9,1,3,4,5,2,4,2,2,1,2,1,2,4,1,4,2,2,2,6,6,6,6,6,6,6,6,2,0.54110732,1.79769313486232e+308,2,4,4,4,5,0.275275342,1.79769313486232e+308,5,111,9,7
3478,1,4,1,1,6,2,6,1,2,3,1,1,1,6,1,2,4,2,6,6,6,4,10,5,6,1,1,6,66,4,4,6,36,3,66,6,6,6,66,6,6,66,6,666,1,1,1,2,6,6,3,2,4,2,2,1,4,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,5,1,6,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,4,1,2,2,2,2,2,2,4,1,3,1,1,4,2,2,2,2,1,1,1,2,3,5,2,1,1,2,6,6,5,6,1,3,1,3,3,3,3,2,1,2,2,2,5,3,2,2,4,1,1,2,2,2,2,2,1,1,2,1.446272576,1.79769313486232e+308,1,1,1,3,8,3.093135741,1.79769313486232e+308,8,221,1,3
1954,2,8,1,1,6,1,2,4,1,1,2,4,1,6,1,1,66,2,6,6,6,5,11,1,6,1,6,66,6,9,6,6,41,4,1,6,1,6,5,6,6,11,5,3,4,5,4,1,3,4,2,6,66,1,8,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,7,2,12,1,1,2,2,1,2,2,6,6,6,6,6,6,6,6,6,5,2,3,3,1,3,2,2,1,3,3,1,2,3,2,2,2,1,1,1,2,1,3,3,2,3,2,1,4,1,5,6,2,3,3,3,2,3,2,2,1,2,2,2,5,5,3,1,2,2,6,6,6,6,6,6,6,6,2,1.618956891,1.79769313486232e+308,2,3,3,4,1,1.596749056,1.79769313486232e+308,1,111,10,8
2414,2,8,1,1,6,2,6,2,1,2,2,3,1,6,1,1,66,2,6,6,6,5,11,1,6,1,6,66,6,9,6,6,32,3,1,6,1,6,5,6,6,11,5,3,4,3,2,1,1,2,5,6,66,1,5,3,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,9,2,12,1,1,2,2,1,2,2,6,6,6,6,6,6,6,6,6,5,1,4,4,2,3,2,2,4,4,3,2,3,4,66,2,1,1,1,2,1,1,3,5,1,2,2,1,5,1,5,16,2,3,4,5,2,5,2,2,1,2,2,2,3,77,3,2,2,2,6,6,6,6,6,6,6,6,2,0.474220472,1.79769313486232e+308,2,3,3,4,5,0.262193005,1.79769313486232e+308,5,400,0,0
2320,2,7,1,1,6,2,6,3,1,3,9,99,1,6,1,6,66,6,6,6,6,1,1,88,6,6,6,66,66,88,6,6,56,5,77,6,7,6,66,6,6,10,4,666,4,3,2,2,6,6,8,6,66,1,4,9,1,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,99,3,77,3,3,3,3,3,2,2,6,6,6,6,6,6,6,6,6,3,7,8,3,7,7,2,7,8,8,1,1,1,8,66,1,2,2,2,9,1,2,4,77,2,5,1,2,6,6,5,16,2,8,5,5,3,3,2,8,8,2,8,8,88,88,88,8,8,2,6,6,6,6,6,6,6,6,2,2.003567803,1.79769313486232e+308,2,2,2,1,2,2.399479199,1.79769313486232e+308,2,221,1,2
2354,2,10,1,1,6,2,6,4,1,1,2,7,1,6,1,1,66,2,6,6,6,2,7,1,6,1,6,66,4,10,6,6,51,5,1,6,1,6,5,6,6,6,2,4,1,1,1,1,2,1,1,6,66,1,5,5,5,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,10,1,11,1,1,2,1,2,2,2,6,6,6,6,6,6,6,6,6,3,4,2,3,2,2,2,1,2,3,2,1,1,4,66,2,2,2,1,2,1,1,3,5,3,2,2,1,5,1,5,16,2,3,3,3,3,3,2,2,1,2,2,2,4,5,6,1,2,2,6,6,6,6,6,6,6,6,2,1.110969805,1.79769313486232e+308,2,4,4,2,2,0.40318202,1.79769313486232e+308,2,300,0,1
